wav,flam
9719.38967704773,3.2046991809927573e-15
9720.831513404846,3.4137140898484125e-15
9722.273349761963,2.9054115240252382e-15
9723.71518611908,2.608007244815939e-15
9725.157022476196,3.2006039884510196e-15
9726.598858833313,3.3903101459993026e-15
9728.04069519043,3.807414368457501e-15
9729.482531547546,3.6731833632402174e-15
9730.924367904663,3.624148202407192e-15
9732.36620426178,3.605068785270289e-15
9733.808040618896,3.7750123936097085e-15
9735.249876976013,3.2197270277847063e-15
9736.69171333313,3.139007752526687e-15
9738.133549690247,3.339155073457537e-15
9739.575386047363,3.408586152385735e-15
9741.01722240448,3.420201938707907e-15
9742.459058761597,3.3803676732644316e-15
9743.900895118713,2.9656904119583537e-15
9745.34273147583,2.9664514710614617e-15
9746.784567832947,3.609619469779413e-15
9748.226404190063,3.1975476818190893e-15
9749.66824054718,3.085341439054549e-15
9751.110076904297,3.0981024139214086e-15
9752.551913261414,3.552737395723024e-15
9753.99374961853,3.767555539058555e-15
9755.435585975647,3.485377100592626e-15
9756.877422332764,2.9447763214576978e-15
9758.31925868988,3.3058660433557324e-15
9759.761095046997,3.586169786151151e-15
9761.202931404114,3.426935215363868e-15
9762.645363807678,3.3192671633724795e-15
9764.087200164795,3.3477302232573026e-15
9765.529036521912,3.2278678614407674e-15
9766.970872879028,3.1680298541566978e-15
9768.412709236145,3.319275845460189e-15
9769.854545593262,2.6844820379752672e-15
9771.296381950378,3.611612114787829e-15
9772.738218307495,3.49645311516916e-15
9774.180054664612,3.272214483152503e-15
9775.621891021729,3.0633956624241373e-15
9777.063727378845,3.2799254475878326e-15
9778.505563735962,3.3500773515541442e-15
9779.947400093079,3.2051658961466944e-15
9781.389236450195,3.507173587666084e-15
9782.831072807312,3.092097585600086e-15
9784.272909164429,3.1585809898718393e-15
9785.714745521545,3.163308704266939e-15
9787.156581878662,2.88085709767552e-15
9788.598418235779,3.1537166914139946e-15
9790.040254592896,3.0441036400174733e-15
9791.482090950012,2.8955721775516955e-15
9792.923927307129,3.225097851945009e-15
9794.365763664246,3.0830165453725727e-15
9795.807600021362,2.8232626689104904e-15
9797.249436378479,3.1870338853612953e-15
9798.691272735596,3.3933723818618637e-15
9800.133109092712,3.3908249302729964e-15
9801.57494544983,3.63944265281929e-15
9803.016781806946,3.37022720657814e-15
9804.458618164062,3.2912786536963556e-15
9805.90045452118,3.4772322435300653e-15
9807.342290878296,3.317770667912918e-15
9808.78472328186,3.400580208726524e-15
9810.226559638977,3.3705979952508005e-15
9811.668395996094,3.3200019644542226e-15
9813.11023235321,3.3119871269490656e-15
9814.552068710327,3.283247510806964e-15
9815.993905067444,3.5067890347080305e-15
9817.43574142456,3.2610753646213986e-15
9818.877577781677,3.2437533290918114e-15
9820.319414138794,3.243955769966205e-15
9821.76125049591,3.341891413393642e-15
9823.203086853027,3.160074944232559e-15
9824.644923210144,3.2806130265827663e-15
9826.08675956726,3.2669878663514704e-15
9827.528595924377,3.222065262235602e-15
9828.970432281494,3.3912382823512565e-15
9830.41226863861,3.1528059192374594e-15
9831.854104995728,3.4117788313221733e-15
9833.295941352844,3.4462232143640326e-15
9834.737777709961,3.588628299280557e-15
9836.179614067078,3.397726131210751e-15
9837.621450424194,3.4059628913480884e-15
9839.063286781311,3.424349012017664e-15
9840.505123138428,3.3639595862849318e-15
9841.946959495544,3.3906191012668136e-15
9843.388795852661,3.271583231848562e-15
9844.830632209778,3.197458108084917e-15
9846.272468566895,3.55305333901235e-15
9847.714304924011,3.3599490970379195e-15
9849.156141281128,3.185139496174761e-15
9850.597977638245,3.2068241748991816e-15
9852.039813995361,3.1154000972537623e-15
9853.482246398926,3.1679214339394492e-15
9854.924082756042,3.3048572271155525e-15
9856.36591911316,3.3350912211348475e-15
9857.807755470276,3.38898051603035e-15
9859.249591827393,3.4986562478649683e-15
9860.69142818451,3.2590727669758526e-15
9862.133264541626,3.209117093087399e-15
9863.575100898743,3.046777934790192e-15
9865.01693725586,3.0796167668805307e-15
9866.458773612976,3.168413348323567e-15
9867.900609970093,3.4766859072790863e-15
9869.34244632721,3.5489748753713204e-15
9870.784282684326,3.2462292063966357e-15
9872.226119041443,3.279565882101723e-15
9873.66795539856,3.077311566714578e-15
9875.109791755676,2.7200519160457907e-15
9876.551628112793,3.063604032529162e-15
9877.99346446991,3.124612639346337e-15
9879.435300827026,3.0372176856727695e-15
9880.877137184143,3.2281048189077618e-15
9882.31897354126,3.2836866973901153e-15
9883.760809898376,3.114182910908558e-15
9885.202646255493,3.313930220530067e-15
9886.64448261261,3.3348673926785356e-15
9888.086318969727,3.4124814451519207e-15
9889.528155326843,3.2717503090974077e-15
9890.96999168396,3.13699922565051e-15
9892.411828041077,3.066511473120612e-15
9893.853664398193,3.1757897347447312e-15
9895.29550075531,3.11509918879925e-15
9896.737337112427,2.827883868912473e-15
9898.179769515991,3.3576964129146967e-15
9899.621605873108,3.252244622629799e-15
9901.063442230225,3.3250873385113006e-15
9902.505278587341,3.0913272091345582e-15
9903.947114944458,2.921699120567991e-15
9905.388951301575,3.3087249913109525e-15
9906.830787658691,3.0725076193542254e-15
9908.272624015808,2.9870885817883655e-15
9909.714460372925,2.899114257578876e-15
9911.156296730042,3.02078630528722e-15
9912.598133087158,3.0179667443640474e-15
9914.039969444275,3.0731369648340353e-15
9915.481805801392,3.10723808777402e-15
9916.923642158508,3.0259699351661796e-15
9918.365478515625,2.764247765892915e-15
9919.807314872742,2.9361185859455748e-15
9921.249151229858,3.1514460078406427e-15
9922.690987586975,3.19214805853858e-15
9924.132823944092,3.084037220074014e-15
9925.574660301208,3.12236355511314e-15
9927.016496658325,3.1125682543528543e-15
9928.458333015442,2.94927660750646e-15
9929.900169372559,3.158261023176014e-15
9931.342005729675,3.050669627666352e-15
9932.783842086792,3.0869141674793633e-15
9934.225678443909,3.0984624029239917e-15
9935.667514801025,3.0703593320417517e-15
9937.109351158142,3.2422254934132014e-15
9938.551187515259,3.1539517430568577e-15
9939.993023872375,3.106704033500776e-15
9941.434860229492,3.1211338750319634e-15
9942.877292633057,3.0203363190339913e-15
9944.319128990173,3.069821466120245e-15
9945.76096534729,3.050511444263452e-15
9947.202801704407,3.010263403225243e-15
9948.644638061523,3.2849199773613176e-15
9950.08647441864,3.1065320858124834e-15
9951.528310775757,3.1422273247592005e-15
9952.970147132874,2.9688731382576617e-15
9954.41198348999,3.0312829493278322e-15
9955.853819847107,3.0041762009498e-15
9957.295656204224,3.003187925258591e-15
9958.73749256134,3.098895872034749e-15
9960.179328918457,2.9824584879404367e-15
9961.621165275574,3.058447931220988e-15
9963.06300163269,3.13466861449614e-15
9964.504837989807,3.154087691844892e-15
9965.946674346924,3.101929732293577e-15
9967.38851070404,3.205753525253852e-15
9968.830347061157,3.2993754416391595e-15
9970.272183418274,3.319604917760197e-15
9971.71401977539,3.1459970448909557e-15
9973.155856132507,3.1972421146833673e-15
9974.597692489624,3.1979995738964494e-15
9976.03952884674,3.1040091981790864e-15
9977.481365203857,2.996648619147551e-15
9978.923201560974,2.9713180988599113e-15
9980.36503791809,3.086898497369839e-15
9981.806874275208,2.950366950667813e-15
9983.248710632324,3.108495296425982e-15
9984.690546989441,3.2398182257771047e-15
9986.132383346558,3.141264460056409e-15
9987.574815750122,3.1300654139442864e-15
9989.016652107239,2.90596167192448e-15
9990.458488464355,2.984008769992149e-15
9991.900324821472,3.123687891126172e-15
9993.342161178589,3.166845913854673e-15
9994.783997535706,3.135618138430012e-15
