wav,flam
9650.171399116516,4.596614447172119e-15
9651.609659194946,4.837918040218872e-15
9653.047919273376,4.576140390287562e-15
9654.486775398254,5.2661397818680195e-15
9655.925035476685,5.625866204237448e-15
9657.363295555115,5.364185116062126e-15
9658.801555633545,4.443450138001334e-15
9660.239815711975,4.814758465375045e-15
9661.678075790405,5.038446737734223e-15
9663.116335868835,5.053216451235496e-15
9664.554595947266,4.583451131655314e-15
9665.992856025696,4.752316890569352e-15
9667.431116104126,4.585013060410051e-15
9668.869376182556,4.760685576088225e-15
9670.307636260986,4.672485305840055e-15
9671.745896339417,4.897171806527573e-15
9673.184156417847,5.109308243552097e-15
9674.622416496277,5.734213153136061e-15
9676.06008052826,5.7390916393957724e-15
9677.49834060669,5.1455434660026885e-15
9678.93660068512,3.784079457793592e-15
9680.374264717102,4.5016709476308585e-15
9681.812524795532,5.6805908853771805e-15
9683.250784873962,5.727524557468068e-15
9684.688448905945,4.29054163278062e-15
9686.126708984375,3.875490829944803e-15
9687.564373016357,3.821141807917178e-15
9689.00203704834,4.4287659748277336e-15
9690.44029712677,6.043937526563174e-15
9691.877961158752,7.0174985614124274e-15
9693.316221237183,4.932756507674673e-15
9694.753885269165,4.0663773279050845e-15
9696.191549301147,5.089986151475805e-15
9697.62921333313,5.073437668785298e-15
9699.06747341156,5.552704156934832e-15
9700.505137443542,5.254937347624108e-15
9701.942801475525,5.110873136922149e-15
9703.380465507507,4.463303743252028e-15
9704.81812953949,4.582292814099944e-15
9706.255793571472,5.508277702367817e-15
9707.693457603455,4.812147909831607e-15
9709.131121635437,4.546561999769442e-15
9710.56878566742,5.012397509990838e-15
9712.006449699402,4.297652897889293e-15
9713.444113731384,5.4578326551940875e-15
9714.881181716919,5.430119431225821e-15
9716.318845748901,6.2684054927503e-15
9717.756509780884,5.100797680014559e-15
9719.194173812866,5.025655269681262e-15
9720.6312417984,5.5032920664402785e-15
9722.068905830383,5.210550703605614e-15
9723.506569862366,4.835457409507098e-15
9724.9436378479,4.000505269663012e-15
9726.381301879883,3.936352264787392e-15
9727.818369865417,5.588254129731095e-15
9729.2560338974,5.208128189376467e-15
9730.693101882935,4.704122409936477e-15
9732.130765914917,5.219317071093223e-15
9733.567833900452,5.336480362423332e-15
9735.004901885986,5.906767740535392e-15
9736.442565917969,5.151382487624586e-15
9737.879633903503,5.05671977950534e-15
9739.316701889038,4.381702283179443e-15
9740.753769874573,4.631630789211612e-15
9742.190837860107,5.3586603436636595e-15
9743.62850189209,4.838254735815405e-15
9745.065569877625,4.5463205953794744e-15
9746.50263786316,4.677585714731947e-15
9747.939705848694,3.91275773852515e-15
9749.376773834229,4.50691492860731e-15
9750.813841819763,5.347632821723356e-15
9752.250909805298,5.1755991595865865e-15
9753.687977790833,4.686874701548011e-15
9755.12444972992,5.2187321948431436e-15
9756.561517715454,5.437594920501814e-15
9757.998585700989,5.964168622271974e-15
9759.435653686523,4.941967143943116e-15
9760.87212562561,4.47048022989764e-15
9762.309193611145,4.5684273082698644e-15
9763.74626159668,4.8664905791121274e-15
9765.182733535767,4.704449788170591e-15
9766.619801521301,4.524941483790776e-15
9768.056273460388,4.4572643983381045e-15
9769.493341445923,5.388120573085638e-15
9770.92981338501,4.5522180622747325e-15
9772.366881370544,5.137535193002873e-15
9773.803353309631,6.026855413115897e-15
9775.240421295166,6.1090396318561925e-15
9776.676893234253,5.733941255559993e-15
9778.11336517334,5.300276056675315e-15
9779.550433158875,4.584436230972971e-15
9780.986905097961,4.387374862827205e-15
9782.423377037048,5.093099844589912e-15
9783.859848976135,5.285554200535562e-15
9785.296320915222,6.555971907793714e-15
9786.732792854309,5.988541571812743e-15
9788.169264793396,5.169664846758123e-15
9789.605736732483,4.691889983628704e-15
9791.04220867157,4.637804812364149e-15
9792.478680610657,4.8050705260408236e-15
9793.915152549744,5.517809787639744e-15
9795.35162448883,5.377946013323219e-15
9796.788096427917,5.111273359989727e-15
9798.224568367004,4.929604274561466e-15
9799.661040306091,5.4520054920334515e-15
9801.09691619873,6.198671811301695e-15
9802.533388137817,6.014571741314815e-15
9803.969860076904,5.386972843442108e-15
9805.405735969543,5.016690696483996e-15
9806.84220790863,5.106368192192177e-15
9808.278679847717,5.914197913548707e-15
9809.714555740356,6.022712151454402e-15
9811.151027679443,5.334683382025732e-15
