wav,flam
2789.8189605105,2.239435e+29
2791.2942284804826,-9.1673595e+27
2792.7694964504653,1.3518511e+28
2794.2447644204485,2.297525e+28
2795.7200323904312,8.357289e+26
2797.195300360414,3.205135e+27
2798.6705683303967,-2.4651076e+27
2800.1458363003794,-3.7847356e+27
2801.621104270362,-3.881326e+26
2803.0963722403453,-1.2970099e+27
2804.571640210328,-1.4627995e+27
2806.0469081803108,-4.583819e+26
2807.5221761502935,-4.14614e+26
2808.997444120276,-1.2908361e+26
2810.472712090259,-5.4720233e+25
2811.947980060242,-9.708518e+25
2813.423248030225,-6.7991125e+25
2814.8985160002076,-9.147009e+24
2816.3737839701903,-5.5073273e+24
2817.849051940173,1.8531658e+24
2819.3243199101557,2.8016088e+24
2820.799587880139,-2.8404873e+24
2822.2748558501216,3.2794492e+23
2823.7501238201044,2.8098789e+23
2825.225391790087,-2.6175676e+23
2826.70065976007,1.1759516e+23
2828.1759277300525,2.2576336e+23
2829.6511957000357,6.7008586e+22
2831.1264636700184,-1.3223911e+22
2832.601731640001,-3.5950216e+22
2834.076999609984,3.1871828e+21
2835.5522675799666,1.6063071e+22
2837.0275355499493,3.5421298e+21
2838.5028035199325,1.2066112e+21
2839.9780714899152,-5.1049084e+21
2841.453339459898,1.5454858e+21
2842.9286074298807,-1.4249286e+21
2844.4038753998634,-5.9036746e+19
2845.879143369846,-3.9976202e+20
2847.3544113398293,1.7255218e+19
2848.829679309812,1.6324952e+20
2850.3049472797948,-4.5868612e+19
2851.7802152497775,-7.57679e+19
2853.25548321976,-6.235901e+19
2854.730751189743,-3.0298131e+19
2856.2060191597257,-1.2923506e+19
2857.681287129709,9.704658e+17
2859.1565550996916,5.2512884e+18
2860.6318230696743,1.02897404e+18
2862.107091039657,3.3410882e+18
2863.5823590096397,6.488168e+17
2865.057626979623,-6.1420266e+17
2866.5328949496056,-2.8817062e+17
2868.0081629195884,-2.918518e+17
2869.483430889571,1.2319793e+17
2870.958698859554,5.7384577e+16
2872.4339668295365,1.3795125e+17
2873.9092347995197,4.590159e+16
2875.3845027695024,-3.9134874e+16
2876.859770739485,1.3800211e+16
2878.335038709468,2.2898837e+16
2879.8103066794506,471053520000000.0
2881.2855746494333,1.6487241e+16
2882.7608426194165,6346724700000000.0
2884.2361105893992,-451170500000000.0
2885.711378559382,-807933950000000.0
2887.1866465293647,1669338400000000.0
2888.6619144993474,-696871600000000.0
2890.13718246933,-620936600000000.0
2891.6124504393133,-334499430000000.0
2893.087718409296,116218540000000.0
2894.5629863792788,43625627000000.0
2896.0382543492615,58322212000000.0
2897.513522319244,92282200000000.0
2898.988790289227,4448472500000.0
2900.46405825921,49359295000000.0
2901.939326229193,821572000000.0
2903.4145941991756,-5955030000000.0
2904.8898621691583,-1422063000000.0
2906.365130139141,-618346900000.0
2907.8403981091237,-2835304400000.0
2909.315666079107,-2237839200000.0
2910.7909340490896,1194828900000.0
2912.2662020190724,1331771500000.0
2913.741469989055,431733570000.0
