# Values from mcmc DUSTY fits to precursor data 
# MJD : Modified Julian Date
# Tstar : Effective temperature of the star [K]
# Tstar_min : Lower limit of the effective temperature [K]
# Tstar_max : Upper limit of the effective temperature [K]
# L : Luminosity of the star [erg/s]
# L_min : Lower limit of the luminosity [erg/s]
# L_max : Upper limit of the luminosity [erg/s]
# tdust : Dust shell temperature at inner boundary [K]
# tdust_min : Lower limit of the dust shell temperature [K]
# tdust_max : Upper limit of the dust shell temperature [K]
# tau : Optical depth of the dust shell in the V band
# tau_min : Lower limit of the optical depth
# tau_max : Upper limit of the optical depth
# r1 : Inner radius of the dust shell [cm]
# r1_min : Lower limit of the inner radius [cm]
# r1_max : Upper limit of the inner radius [cm]
# rstar : Stellar photospheric radius [R_sun]
# rstar_min : Lower limit of the stellar photospheric radius [R_sun]
# rstar_max : Upper limit of the stellar photospheric radius [R_sun]
# 
MJD,Tstar,Tstar_min,Tstar_max,L,L_min,L_max,tdust,tdust_min,tdust_max,tau,tau_min,tau_max,r1,r1_min,r1_max
59508.362318840576,3777.669126644299,3661.0998593422873,3936.570000156007,1.6726825138766714e+38,1.536910865208494e+38,1.856048494504909e+38,1096.0076270261475,838.849014625811,1335.9316510347635,0.27063598155139945,0.1769606049986238,0.3529306314893788,14.652790230364836,14.45313530940252,14.942736487310176
59544.11594202898,3756.0472610893166,3651.2510282170897,3918.490667528208,1.715786156494813e+38,1.5734542924471724e+38,1.8909856783947167e+38,1088.2702431508164,801.093078327572,1353.7538823231598,0.27784406896621294,0.18450702957769047,0.3595742398875172,14.660397474075152,14.45482255942434,14.988552990806996
59579.86956521739,3736.8938310287513,3629.2623544541657,3912.520008987041,1.708085353455734e+38,1.554199740561766e+38,1.887384993917067e+38,1102.475506934062,835.5500332396128,1363.569476793562,0.2769498360397299,0.17381415493678637,0.3650886852831024,14.634711264439453,14.452229313146832,14.94746081373768
59615.6231884058,3735.9887479825434,3637.3060417420606,3907.7059928108047,1.7066093158084376e+38,1.5553621791849711e+38,1.8860878178769465e+38,1076.6994880560085,810.3522163185194,1327.2936808612455,0.27356148982408235,0.18416207729479972,0.36428315652605886,14.668327609195956,14.461952968151373,14.977351836093655
59651.3768115942,3726.2596966755696,3630.113799564623,3910.859642715393,1.684975071063472e+38,1.5474748422714847e+38,1.871605622345557e+38,1080.1406474225582,810.6740096899036,1336.7699381585076,0.27474678944106656,0.17707213041287775,0.3623287671272501,14.66872756667607,14.454021049891203,14.973605088397653
59687.13043478261,3737.2242826782344,3638.031260026696,3917.444574517228,1.6632898326603347e+38,1.5351480364366307e+38,1.8328985202644132e+38,1061.1022168750114,789.5586643445209,1323.0754749646337,0.2896321667884447,0.18612980356844103,0.3745869458561456,14.685617744559165,14.45553203440786,15.000371269781194
59722.884057971016,3746.575197574148,3643.5127576565615,3926.2726879613897,1.6358505641442379e+38,1.501894280197094e+38,1.821738942234466e+38,1052.7292953759195,798.5574343464442,1314.5617284760704,0.2971627364777726,0.19287637687359369,0.38861363678983346,14.695937477545076,14.458257358912144,14.986723860816507
59758.637681159424,3759.480848450809,3640.9167604892127,3931.958643693162,1.610391972110595e+38,1.487807015228888e+38,1.788163106269361e+38,1073.8545596797635,816.642684518802,1327.7557486495643,0.312823185177781,0.194179890253706,0.39627717515540867,14.673413616995205,14.454915502360587,14.963460888342269
59794.391304347824,3765.596523825996,3640.0784368688833,3936.685723881909,1.5962368528021512e+38,1.484302366249445e+38,1.7873110168005916e+38,1055.4414079230587,818.755843233539,1316.6630557848318,0.3293543558105819,0.22335333685956396,0.40355891411376493,14.69453554054051,14.462371610234989,14.965104086409749
59830.14492753623,3768.8162442593007,3640.306857723644,3932.3656688212286,1.6074230673249617e+38,1.4908434242098022e+38,1.790198312916962e+38,1078.4681402891208,835.0346712797623,1322.814755011398,0.34740238199846585,0.24256907948655385,0.424658486037314,14.671784747942535,14.472338293178883,14.944116155201183
59865.89855072464,3747.6365590280034,3632.0540560428913,3930.5641675105367,1.626832827790945e+38,1.5017811083205936e+38,1.813257926640737e+38,1108.3684518057323,864.002925558772,1346.6958179044095,0.36539633539607613,0.2670183407879792,0.442486013813388,14.63742506290551,14.473651656513926,14.913584664686791
