Wav(Angstrom) "Flux density (a.d.u.)"
7768.5552 1.06175e-16
7769.7524 9.96597e-17
7770.9492 1.05579e-16
7772.1455 1.00248e-16
7773.3423 1.03038e-16
7774.5396 1.0649e-16
7775.7363 1.06962e-16
7776.9331 1.03747e-16
7778.1299 1.03708e-16
7779.3267 1.02898e-16
7780.5234 1.06915e-16
7781.7207 1.08004e-16
7782.9175 1.13313e-16
7784.1143 1.07186e-16
7785.3115 1.06168e-16
7786.5083 9.76379e-17
7787.7051 1.05501e-16
7788.9023 1.04673e-16
7790.0991 1.02923e-16
7791.2964 1.02292e-16
7792.4932 1.03135e-16
7793.6904 1.10762e-16
7794.8872 1.0635e-16
7796.0845 1.10461e-16
7797.2812 1.11738e-16
7798.4785 1.09042e-16
7799.6758 1.10738e-16
7800.8726 1.13153e-16
7802.0698 1.10947e-16
7803.2671 1.09156e-16
7804.4644 1.12015e-16
7805.6611 1.18083e-16
7806.8584 1.16238e-16
7808.0557 1.15943e-16
7809.2529 1.19482e-16
7810.4502 1.14021e-16
7811.6475 1.16581e-16
7812.8447 1.19888e-16
7814.042 1.18465e-16
7815.2393 1.13666e-16
7816.4365 1.18025e-16
7817.6338 1.2539e-16
7818.8311 1.21327e-16
7820.0283 1.18411e-16
7821.2256 1.17589e-16
7822.4233 1.21004e-16
7823.6206 1.18108e-16
7824.8179 1.20239e-16
7826.0151 1.14463e-16
7827.2124 1.14913e-16
7828.4102 1.24903e-16
7829.6074 1.19707e-16
7830.8047 1.17243e-16
7832.0024 1.10105e-16
7833.1997 1.14524e-16
7834.3975 1.10982e-16
7835.5947 1.09006e-16
7836.7925 1.05919e-16
7837.9897 1.10185e-16
7839.1875 1.03023e-16
7840.3848 1.02045e-16
7841.5825 1.10073e-16
7842.7798 1.07352e-16
7843.9775 1.1187e-16
7845.1753 1.02697e-16
7846.3726 1.0847e-16
7847.5703 1.05538e-16
7848.7681 1.09695e-16
7849.9658 1.09711e-16
7851.1636 1.18609e-16
7852.3608 1.12546e-16
7853.5586 1.101e-16
7854.7563 1.13958e-16
7855.9541 1.18231e-16
7857.1519 1.0468e-16
7858.3496 1.12733e-16
7859.5474 1.19241e-16
7860.7451 1.10179e-16
7861.9429 1.11941e-16
7863.1406 1.13097e-16
7866.7339 1.12212e-16
7867.9321 1.1154e-16
7869.1299 1.08621e-16
7870.3276 1.18763e-16
7871.5254 1.07457e-16
7872.7231 1.1246e-16
7873.9214 1.07406e-16
7875.1191 1.07379e-16
7876.3169 1.0942e-16
7877.5151 1.11623e-16
7878.7129 1.16115e-16
7879.9106 1.05927e-16
7881.1089 1.13407e-16
7882.3066 1.13218e-16
7883.5049 1.14808e-16
7884.7026 1.15052e-16
7885.9009 1.15674e-16
7887.0986 1.14458e-16
7888.2969 1.18432e-16
7889.4951 1.17518e-16
7890.6929 1.23052e-16
7891.8911 1.14933e-16
7893.0889 1.19023e-16
7894.2871 1.14972e-16
7895.4854 1.16872e-16
7896.6836 1.1799e-16
7897.8813 1.17373e-16
7899.0796 1.16142e-16
7900.2778 1.18783e-16
7901.4761 1.15837e-16
7902.6743 1.12635e-16
7903.8721 1.14298e-16
7905.0703 1.09836e-16
7906.2686 1.0568e-16
7907.4668 1.08152e-16
7908.665 1.12673e-16
7909.8633 1.06038e-16
7911.0615 1.09356e-16
7912.2598 1.09269e-16
7913.458 1.05323e-16
7914.6567 1.10396e-16
7915.855 1.02829e-16
7917.0532 1.11378e-16
7918.2515 1.03943e-16
7919.4497 1.07195e-16
7920.6479 1.0346e-16
7921.8467 1.07306e-16
7923.0449 1.0391e-16
7924.2432 1.09159e-16
7925.4414 1.06809e-16
7926.6401 1.11226e-16
7927.8384 1.10519e-16
7929.0366 1.04853e-16
7930.2354 1.1768e-16
7931.4336 1.13181e-16
7932.6323 1.09398e-16
7933.8306 1.23471e-16
7935.0293 1.13194e-16
7936.2275 1.16492e-16
7937.4263 1.1801e-16
7938.6245 1.13229e-16
7939.8232 1.1691e-16
7941.0215 1.14484e-16
7942.2202 1.1644e-16
7943.4185 1.15678e-16
7944.6172 1.09398e-16
7945.8159 1.12464e-16
7947.0146 1.10399e-16
7948.2129 1.10785e-16
7949.4116 1.06716e-16
7950.6104 1.03738e-16
7951.8091 1.10394e-16
7953.0073 1.00782e-16
7954.2061 1.08656e-16
7955.4048 1.03392e-16
7956.6035 1.17886e-16
7957.8022 1.11279e-16
7959.001 1.07573e-16
7960.1997 1.11089e-16
7961.3984 1.13244e-16
7962.5972 1.07683e-16
7963.7959 1.12282e-16
7964.9946 1.14633e-16
7966.1934 1.15286e-16
7967.3921 1.12849e-16
7968.5908 1.10962e-16
7969.7896 1.14892e-16
7970.9883 1.13165e-16
7972.187 1.08368e-16
7973.3862 1.11283e-16
7974.585 1.14127e-16
7975.7837 1.14012e-16
7976.9824 1.08813e-16
7978.1812 1.13209e-16
7979.3804 1.15313e-16
7980.5791 1.16281e-16
7981.7778 1.23428e-16
7982.9771 1.12889e-16
7984.1758 1.18719e-16
7985.3745 1.13173e-16
7986.5737 1.11646e-16
7987.7725 1.06724e-16
7988.9717 9.83592e-17
7990.1704 1.11019e-16
7991.3696 1.11623e-16
7992.5684 1.06623e-16
7993.7676 1.12875e-16
7994.9663 1.10155e-16
7996.1655 1.08448e-16
7997.3643 1.10599e-16
7998.5635 1.11159e-16
7999.7622 1.11185e-16
8000.9614 1.11352e-16
8002.1606 1.1171e-16
8003.3594 1.1227e-16
8004.5586 1.09193e-16
8005.7578 1.08332e-16
8006.957 1.07661e-16
8008.1558 1.15608e-16
8009.355 1.24728e-16
8010.5542 1.17298e-16
8011.7534 1.22827e-16
8012.9526 1.15818e-16
8014.1514 1.2036e-16
8015.3506 1.19966e-16
8016.5498 1.21487e-16
8017.749 1.23208e-16
8018.9482 1.19927e-16
8020.1475 1.25749e-16
8021.3467 1.1917e-16
8022.5459 1.23654e-16
8023.7451 1.21604e-16
8024.9443 1.20809e-16
8026.1436 1.19407e-16
8027.3428 1.23396e-16
8028.542 1.20839e-16
8029.7412 1.16866e-16
8030.9409 1.18003e-16
8032.1401 1.16307e-16
8033.3394 1.14506e-16
8034.5386 1.14233e-16
8035.7378 1.15453e-16
8036.937 1.1213e-16
8038.1367 1.19652e-16
8039.3359 1.15771e-16
8040.5352 1.2238e-16
8041.7344 1.32578e-16
8042.9341 1.23896e-16
8044.1333 1.25981e-16
8045.3325 1.31688e-16
8046.5322 1.33206e-16
8047.7314 1.28397e-16
8048.9307 1.29237e-16
8050.1304 1.41325e-16
8051.3296 1.32794e-16
8052.5293 1.33182e-16
8053.7285 1.30658e-16
8054.9282 1.28125e-16
8056.1274 1.27967e-16
8057.3271 1.28813e-16
8058.5264 1.25668e-16
8059.7261 1.27648e-16
8060.9258 1.37748e-16
8062.125 1.45232e-16
8063.3247 1.43135e-16
8064.5239 1.47103e-16
8065.7236 1.42623e-16
8066.9233 1.43318e-16
8068.1226 1.5171e-16
8069.3223 1.48225e-16
8070.522 1.46123e-16
8071.7212 1.42158e-16
8072.9209 1.33081e-16
8074.1206 1.32498e-16
8075.3203 1.25297e-16
8076.52 1.26175e-16
8077.7197 1.2723e-16
8078.9189 1.27278e-16
8080.1187 1.27242e-16
8081.3184 1.36372e-16
8082.5181 1.3341e-16
8083.7178 1.39278e-16
8084.9175 1.42388e-16
8086.1172 1.38589e-16
8087.3169 1.40176e-16
8088.5166 1.40756e-16
8089.7163 1.48891e-16
8090.916 1.47911e-16
8092.1157 1.52703e-16
8093.3154 1.484e-16
8094.5151 1.54032e-16
8095.7148 1.489e-16
8096.9146 1.46885e-16
8098.1143 1.4153e-16
8099.314 1.47128e-16
8100.5137 1.50736e-16
8101.7134 1.41329e-16
8102.9131 1.53368e-16
8104.1133 1.4896e-16
8105.313 1.43373e-16
8106.5127 1.47632e-16
8107.7124 1.41961e-16
8108.9126 1.46168e-16
8110.1123 1.46112e-16
8111.312 1.45116e-16
8112.5117 1.46593e-16
8113.7119 1.525e-16
8114.9116 1.49223e-16
8116.1113 1.50811e-16
8117.3115 1.49099e-16
8118.5112 1.50818e-16
8119.7109 1.50053e-16
8120.9111 1.4529e-16
8122.1108 1.4715e-16
8123.311 1.50071e-16
8124.5107 1.47241e-16
8125.7109 1.4892e-16
8126.9106 1.51555e-16
8128.1108 1.52389e-16
8129.3105 1.45673e-16
8130.5107 1.55913e-16
8131.7104 1.53532e-16
8132.9106 1.52217e-16
8134.1104 1.61005e-16
8135.3105 1.65688e-16
8136.5103 1.66386e-16
8137.7104 1.6193e-16
8138.9106 1.62324e-16
8140.1104 1.5818e-16
8141.3105 1.60106e-16
8142.5107 1.50962e-16
8143.7104 1.59511e-16
8144.9106 1.65279e-16
8146.1108 1.61794e-16
8147.3105 1.62417e-16
8148.5107 1.66042e-16
8149.7109 1.64037e-16
8150.9111 1.67018e-16
8152.1108 1.6436e-16
8153.311 1.65777e-16
8154.5112 1.64197e-16
8155.7114 1.64036e-16
8156.9116 1.69479e-16
8158.1118 1.63539e-16
8159.3115 1.78111e-16
8160.5117 1.68107e-16
8161.7119 1.67715e-16
8162.9121 1.69138e-16
8164.1123 1.71119e-16
8165.3125 1.64427e-16
8166.5127 1.65408e-16
8167.7129 1.61948e-16
8168.9131 1.551e-16
8170.1133 1.56705e-16
8171.3135 1.69358e-16
8172.5137 1.68575e-16
8173.7139 1.64893e-16
8174.9141 1.60922e-16
8176.1143 1.68767e-16
8177.3145 1.71858e-16
8178.5146 1.73851e-16
8179.7148 1.7186e-16
8180.915 1.76809e-16
8182.1152 1.70157e-16
8183.3159 1.69254e-16
8184.5161 1.7091e-16
8185.7163 1.7149e-16
8186.9165 1.70077e-16
8188.1167 1.62512e-16
8189.3169 1.64077e-16
8190.5176 1.49292e-16
8191.7178 1.5303e-16
8192.918 1.52605e-16
8194.1182 1.48247e-16
8195.3184 1.4665e-16
8196.5186 1.52875e-16
8197.7197 1.55948e-16
8198.9199 1.58461e-16
8200.1201 1.61099e-16
8201.3203 1.63875e-16
8202.5205 1.66206e-16
8203.7207 1.60411e-16
8204.9219 1.48206e-16
8206.1221 1.43142e-16
8207.3223 1.41312e-16
8208.5225 1.40664e-16
8209.7227 1.40605e-16
8210.9238 1.46882e-16
8212.124 1.43999e-16
8213.3242 1.43876e-16
8214.5244 1.48113e-16
8215.7246 1.433e-16
8216.9258 1.41166e-16
8218.126 1.38702e-16
8219.3262 1.36832e-16
8220.5264 1.33521e-16
8221.7275 1.41885e-16
8222.9277 1.3915e-16
8224.1279 1.3892e-16
8225.3281 1.35387e-16
8226.5293 1.30844e-16
8227.7295 1.29814e-16
8228.9297 1.32988e-16
8230.1309 1.3318e-16
8231.3311 1.3425e-16
8232.5312 1.37868e-16
8233.7324 1.40239e-16
8234.9326 1.44238e-16
8236.1328 1.42904e-16
8237.334 1.46132e-16
8238.5342 1.52011e-16
8239.7344 1.53571e-16
8240.9355 1.5034e-16
8242.1357 1.46409e-16
8243.3359 1.46604e-16
8244.5371 1.51754e-16
8245.7373 1.49318e-16
8246.9375 1.50049e-16
8248.1387 1.56053e-16
8249.3389 1.56949e-16
8250.54 1.54304e-16
8251.7402 1.52339e-16
8252.9404 1.42135e-16
8254.1416 1.50945e-16
8255.3418 1.44362e-16
8256.543 1.43008e-16
8257.7432 1.45029e-16
8258.9434 1.40624e-16
8260.1445 1.41274e-16
8261.3447 1.34524e-16
8262.5459 1.4179e-16
8263.7461 1.43419e-16
8264.9473 1.43891e-16
8266.1475 1.42494e-16
8267.3486 1.43481e-16
8268.5488 1.45429e-16
8269.75 1.49623e-16
8270.9502 1.51372e-16
8272.1514 1.46779e-16
8275.7529 1.46465e-16
8276.9531 1.45478e-16
8278.1543 1.44631e-16
8279.3555 1.51585e-16
8280.5557 1.43783e-16
8281.7568 1.38518e-16
8282.957 1.43703e-16
8284.1582 1.37532e-16
8285.3584 1.33834e-16
8286.5596 1.34234e-16
8287.7598 1.36556e-16
8288.9609 1.37695e-16
8290.1611 1.37905e-16
8291.3623 1.44482e-16
8292.5625 1.35047e-16
8293.7637 1.33425e-16
8294.9648 1.38782e-16
8296.165 1.28549e-16
8297.3662 1.36414e-16
8298.5664 1.40237e-16
8299.7676 1.29318e-16
8300.9678 1.36724e-16
8302.1689 1.40135e-16
8303.3701 1.34945e-16
8304.5703 1.37101e-16
8305.7715 1.34056e-16
8306.9717 1.41618e-16
8308.1729 1.38786e-16
8309.374 1.33579e-16
8310.5742 1.36631e-16
8311.7754 1.34693e-16
8312.9766 1.41527e-16
8314.1768 1.31575e-16
8315.3779 1.37483e-16
8316.5781 1.43062e-16
8317.7793 1.34742e-16
8318.9805 1.37968e-16
8320.1807 1.36488e-16
8321.3818 1.39166e-16
8322.583 1.43109e-16
8323.7832 1.47797e-16
8324.9844 1.4826e-16
8326.1855 1.51745e-16
8327.3857 1.56989e-16
8328.5869 1.56195e-16
8329.7881 1.56036e-16
8330.9883 1.544e-16
8332.1895 1.51101e-16
8333.3906 1.45174e-16
8334.5918 1.42308e-16
8335.792 1.27731e-16
8336.9932 1.26512e-16
8338.1943 1.26724e-16
8339.3945 1.21901e-16
8340.5957 1.27346e-16
8341.7969 1.36052e-16
8342.998 1.49875e-16
8344.1982 1.55719e-16
8345.3994 1.51193e-16
8346.6006 1.61759e-16
8347.8008 1.55895e-16
8349.002 1.69207e-16
8350.2031 1.54519e-16
8351.4043 1.47925e-16
8352.6045 1.57515e-16
8353.8057 1.52216e-16
8355.0068 1.57046e-16
8356.208 1.52195e-16
8357.4092 1.50078e-16
8358.6094 1.43144e-16
8359.8105 1.43203e-16
8361.0117 1.40194e-16
8362.2129 1.44206e-16
8363.4131 1.47461e-16
8364.6143 1.44122e-16
8365.8154 1.39824e-16
8367.0166 1.41681e-16
8368.2178 1.42316e-16
8369.418 1.37603e-16
8370.6191 1.39552e-16
8371.8203 1.39835e-16
8373.0215 1.32572e-16
8374.2217 1.36583e-16
8375.4229 1.29649e-16
8376.624 1.37442e-16
8377.8252 1.42375e-16
8379.0264 1.48092e-16
8380.2275 1.4754e-16
8381.4277 1.44934e-16
8382.6289 1.40759e-16
8383.8301 1.29085e-16
8385.0312 1.30875e-16
8386.2324 1.21245e-16
8387.4326 1.20627e-16
8388.6338 1.14899e-16
8389.835 1.16092e-16
8391.0361 1.08901e-16
8392.2373 1.13638e-16
8393.4385 1.15453e-16
8394.6396 1.26014e-16
8395.8398 1.19249e-16
8397.041 1.17539e-16
8398.2422 1.18239e-16
8399.4434 1.2505e-16
8400.6445 1.31957e-16
8401.8457 1.36133e-16
8403.0469 1.44469e-16
8404.2471 1.47725e-16
8405.4482 1.5139e-16
8406.6494 1.51215e-16
8407.8506 1.46005e-16
8409.0518 1.52809e-16
8410.2529 1.57988e-16
8411.4541 1.59617e-16
8412.6553 1.61729e-16
8413.8564 1.58357e-16
8415.0566 1.59401e-16
8416.2578 1.61912e-16
8417.459 1.46179e-16
8418.6602 1.47074e-16
8419.8613 1.40393e-16
8421.0625 1.36958e-16
8422.2637 1.3249e-16
8423.4648 1.3346e-16
8424.666 1.35519e-16
8425.8672 1.38554e-16
8427.0674 1.44051e-16
8428.2686 1.48149e-16
8429.4697 1.39824e-16
8430.6709 1.42709e-16
8431.8721 1.37566e-16
8433.0732 1.29012e-16
8434.2744 1.24356e-16
8435.4756 1.2144e-16
8436.6768 1.17027e-16
8437.8779 1.09425e-16
8439.0791 1.14961e-16
8440.2803 1.06885e-16
8441.4805 1.05939e-16
8442.6816 1.04982e-16
8443.8828 1.00221e-16
8445.084 1.04948e-16
8446.2852 9.96101e-17
8447.4863 1.08739e-16
8448.6875 1.16073e-16
8449.8887 1.17232e-16
8451.0898 1.19006e-16
8452.291 1.2752e-16
8453.4922 1.17975e-16
8454.6934 1.2808e-16
8455.8945 1.31312e-16
8457.0957 1.2642e-16
8458.2969 1.27988e-16
8459.498 1.25854e-16
8460.6982 1.22e-16
8461.8994 1.29835e-16
8463.1006 1.26673e-16
8464.3018 1.28091e-16
8465.5029 1.33836e-16
8466.7041 1.28685e-16
8467.9053 1.29817e-16
8469.1064 1.258e-16
8470.3076 1.22541e-16
8471.5088 1.2683e-16
8472.71 1.22218e-16
8473.9111 1.17405e-16
8475.1123 1.09821e-16
8476.3135 1.02859e-16
8477.5146 1.03856e-16
8478.7158 1.00555e-16
8479.917 1.00534e-16
8481.1182 1.04261e-16
8482.3193 1.13132e-16
8483.5205 1.15662e-16
8484.7217 1.21531e-16
8485.9229 1.24719e-16
8487.124 1.32179e-16
8488.3252 1.30075e-16
8489.5264 1.2589e-16
8490.7275 1.31132e-16
8491.9287 1.28032e-16
8493.1299 1.26538e-16
8494.3311 1.2348e-16
8495.5322 1.27799e-16
8496.7324 1.23059e-16
8497.9346 1.23369e-16
8499.1348 1.246e-16
8500.3359 1.224e-16
8501.5371 1.12387e-16
8502.7383 1.09712e-16
8503.9395 1.04986e-16
8505.1406 9.86564e-17
8506.3418 9.49924e-17
8507.543 9.22802e-17
8508.7441 9.80018e-17
8509.9453 1.02419e-16
8511.1465 1.19175e-16
8512.3477 1.29712e-16
8513.5488 1.43425e-16
8514.75 1.68603e-16
8515.9512 1.7439e-16
8517.1523 1.83428e-16
8518.3535 1.85672e-16
8519.5547 1.84255e-16
8520.7559 1.71045e-16
8521.957 1.56069e-16
8523.1582 1.50341e-16
8524.3594 1.41029e-16
8525.5605 1.27622e-16
8526.7617 1.21901e-16
8527.9629 1.1723e-16
8529.1641 1.21522e-16
8530.3652 1.23055e-16
8531.5664 1.30335e-16
8532.7676 1.33501e-16
8533.9688 1.33338e-16
8535.1699 1.35111e-16
8536.3711 1.37428e-16
8537.5723 1.27536e-16
8538.7734 1.38952e-16
8539.9746 1.32407e-16
8541.1758 1.23078e-16
8542.377 1.25153e-16
8543.5781 1.23218e-16
8544.7793 1.21185e-16
8545.9805 1.13929e-16
8547.1816 1.12175e-16
8548.3828 9.86319e-17
8549.584 9.49934e-17
8550.7852 9.30166e-17
8551.9863 8.954e-17
8553.1875 9.11545e-17
8554.3887 1.02894e-16
8555.5898 1.17982e-16
8556.791 1.28679e-16
8557.9922 1.49164e-16
8559.1934 1.65291e-16
8560.3945 1.81149e-16
8561.5957 1.86106e-16
8562.7969 1.98216e-16
8563.998 1.98893e-16
8565.1992 1.97446e-16
8566.4004 1.84361e-16
8567.6016 1.78117e-16
8568.8027 1.70745e-16
8570.0029 1.62962e-16
8571.2051 1.58454e-16
8572.4053 1.51886e-16
8573.6064 1.55193e-16
8574.8076 1.46178e-16
8576.0088 1.40436e-16
8577.21 1.32113e-16
8578.4111 1.41401e-16
8579.6123 1.34139e-16
8580.8135 1.35667e-16
8582.0146 1.29952e-16
8583.2158 1.26351e-16
8584.417 1.35574e-16
8585.6182 1.33892e-16
8586.8193 1.3259e-16
8588.0205 1.32315e-16
8589.2217 1.30758e-16
8590.4229 1.32082e-16
8591.624 1.35966e-16
8592.8252 1.40456e-16
8594.0264 1.35906e-16
8595.2275 1.26543e-16
8596.4287 1.30313e-16
8597.6299 1.31598e-16
8598.8311 1.39225e-16
8600.0322 1.32922e-16
8601.2324 1.33546e-16
8602.4346 1.37712e-16
8603.6348 1.36262e-16
8604.8359 1.31874e-16
8606.0371 1.31656e-16
8607.2383 1.33805e-16
8608.4395 1.32117e-16
8609.6406 1.31387e-16
8610.8418 1.29921e-16
8612.043 1.31795e-16
8613.2441 1.32177e-16
8614.4453 1.38e-16
8615.6465 1.42696e-16
8616.8477 1.47216e-16
8618.0488 1.43383e-16
8619.25 1.4299e-16
8620.4512 1.40766e-16
8621.6514 1.46361e-16
8622.8525 1.3926e-16
8624.0537 1.38013e-16
8625.2549 1.36464e-16
8626.4561 1.45625e-16
8627.6572 1.39808e-16
8628.8584 1.42051e-16
8630.0596 1.40592e-16
8631.2607 1.47877e-16
8632.4619 1.45571e-16
8633.6631 1.44364e-16
8634.8633 1.46769e-16
8636.0645 1.48548e-16
8637.2656 1.45696e-16
8638.4668 1.51746e-16
8639.668 1.47475e-16
8640.8691 1.47669e-16
8642.0703 1.40155e-16
8643.2715 1.45592e-16
8644.4727 1.40868e-16
8645.6729 1.44293e-16
8646.874 1.44447e-16
8648.0752 1.39278e-16
8649.2764 1.41928e-16
8650.4775 1.42969e-16
8651.6787 1.33623e-16
8652.8799 1.39326e-16
8654.0811 1.36034e-16
8655.2812 1.38313e-16
8656.4824 1.3589e-16
8657.6836 1.39484e-16
8658.8848 1.41744e-16
8660.0859 1.37311e-16
8661.2871 1.37892e-16
8662.4883 1.38227e-16
8663.6895 1.38422e-16
8664.8896 1.32259e-16
8666.0908 1.27412e-16
8667.292 1.16076e-16
8668.4932 1.06377e-16
8669.6943 1.00904e-16
8670.8955 9.1434e-17
8672.0957 8.91899e-17
8673.2969 9.69021e-17
8674.498 1.09849e-16
8675.6992 1.20313e-16
8676.9004 1.36815e-16
8678.1016 1.60758e-16
8679.3018 1.78452e-16
8680.5029 2.03059e-16
8681.7041 2.05558e-16
8682.9053 2.02236e-16
8684.1064 2.03415e-16
8685.3066 1.80664e-16
8686.5078 1.76622e-16
8687.709 1.58562e-16
8688.9102 1.62094e-16
8690.1113 1.60466e-16
8691.3115 1.52584e-16
8692.5127 1.50262e-16
8693.7139 1.54688e-16
8694.915 1.39733e-16
8696.1152 1.34039e-16
8697.3164 1.26651e-16
8698.5176 1.14531e-16
8699.7188 1.19979e-16
8700.9199 1.21405e-16
8702.1201 1.24185e-16
8703.3213 1.3241e-16
8704.5225 1.48757e-16
8705.7236 1.59314e-16
8706.9238 1.7304e-16
8708.125 1.80756e-16
8709.3262 1.78854e-16
8710.5273 1.7513e-16
8711.7275 1.73795e-16
8712.9287 1.74042e-16
8714.1299 1.67478e-16
8715.3311 1.66517e-16
8716.5312 1.55762e-16
8717.7324 1.58757e-16
8718.9336 1.5547e-16
8720.1338 1.52954e-16
8721.335 1.55393e-16
8722.5361 1.58271e-16
8723.7363 1.47068e-16
8724.9375 1.5598e-16
8726.1387 1.55079e-16
8727.3398 1.5083e-16
8728.54 1.4888e-16
8729.7412 1.54651e-16
8730.9424 1.56445e-16
8732.1426 1.55876e-16
8733.3438 1.57339e-16
8734.5449 1.66995e-16
8735.7451 1.5425e-16
8736.9463 1.64493e-16
8738.1475 1.58492e-16
8739.3477 1.5847e-16
8740.5488 1.62747e-16
8741.75 1.59467e-16
8742.9502 1.62539e-16
8744.1514 1.59167e-16
8745.3525 1.54176e-16
8746.5527 1.56583e-16
8747.7539 1.59847e-16
8748.9551 1.57357e-16
8750.1553 1.66633e-16
8751.3564 1.6227e-16
8752.5566 1.68938e-16
8753.7578 1.655e-16
8754.959 1.67783e-16
8756.1592 1.63593e-16
8757.3604 1.62024e-16
8758.5605 1.6877e-16
8759.7617 1.57272e-16
8760.9629 1.70111e-16
8762.1631 1.63033e-16
8763.3643 1.55433e-16
8764.5645 1.68472e-16
8765.7656 1.65546e-16
8766.9658 1.72895e-16
8768.167 1.69517e-16
8769.3682 1.55902e-16
8770.5684 1.53589e-16
8771.7695 1.50493e-16
8772.9697 1.63341e-16
8774.1709 1.64193e-16
8775.3711 1.679e-16
8776.5723 1.7036e-16
8777.7725 1.70296e-16
8778.9736 1.58821e-16
8780.1738 1.60721e-16
8781.375 1.58462e-16
8782.5752 1.69777e-16
8783.7764 1.62642e-16
8784.9766 1.617e-16
8786.1777 1.68203e-16
8787.3779 1.68482e-16
8788.5791 1.58568e-16
8789.7793 1.68736e-16
8790.9805 1.63997e-16
8792.1807 1.62039e-16
8793.3818 1.68551e-16
8794.582 1.69303e-16
8795.7832 1.62862e-16
8796.9834 1.6893e-16
8798.1846 1.66653e-16
8799.3848 1.65754e-16
8800.5859 1.61931e-16
8801.7861 1.61774e-16
8802.9863 1.70742e-16
8804.1875 1.62594e-16
8805.3877 1.71619e-16
8806.5889 1.74468e-16
8807.7891 1.62084e-16
8808.9893 1.68046e-16
8810.1904 1.61052e-16
8811.3906 1.59771e-16
8812.5918 1.54969e-16
8813.792 1.57605e-16
8814.9922 1.45028e-16
8816.1934 1.46126e-16
8817.3936 1.4268e-16
8818.5947 1.37598e-16
8819.7949 1.45945e-16
8820.9951 1.55007e-16
8822.1963 1.72503e-16
8823.3965 1.88418e-16
8824.5967 2.09331e-16
8825.7979 1.99703e-16
8826.998 2.10075e-16
8828.1982 2.07617e-16
8829.3994 1.96244e-16
8830.5996 1.75233e-16
8831.7998 1.66601e-16
8833.001 1.50853e-16
8834.2012 1.4916e-16
8835.4014 1.28114e-16
8836.6025 1.37108e-16
8837.8027 1.41414e-16
8839.0029 1.51516e-16
8840.2031 1.7476e-16
8841.4043 1.81776e-16
8842.6045 2.0816e-16
8843.8047 2.11709e-16
8845.0049 2.0648e-16
8846.2061 2.09317e-16
8847.4062 2.00685e-16
8848.6064 1.8622e-16
8849.8066 1.78663e-16
8851.0078 1.71092e-16
8852.208 1.73937e-16
8853.4082 1.76494e-16
8854.6084 1.77044e-16
8855.8086 1.82282e-16
8857.0098 1.91847e-16
8858.21 2.00209e-16
8859.4102 2.02957e-16
8860.6104 1.9458e-16
8861.8105 1.93965e-16
8863.0107 1.80217e-16
8864.2119 1.79009e-16
8865.4121 1.70265e-16
8866.6123 1.55606e-16
8867.8125 1.43724e-16
8869.0127 1.39139e-16
8870.2129 1.31668e-16
8871.4141 1.21146e-16
8872.6143 1.20199e-16
8873.8145 1.14595e-16
8875.0146 1.16883e-16
8876.2148 1.13553e-16
8877.415 1.1237e-16
8878.6152 1.1675e-16
8879.8154 1.19874e-16
8881.0156 1.18563e-16
8882.2158 1.20096e-16
8883.416 1.1301e-16
8884.6172 1.2015e-16
8885.8174 1.22057e-16
8887.0176 1.26573e-16
8888.2178 1.27872e-16
8889.418 1.17895e-16
8890.6182 1.24186e-16
8891.8184 1.2489e-16
8893.0186 1.22047e-16
8894.2188 1.24122e-16
8895.4189 1.25406e-16
8896.6191 1.25665e-16
8897.8193 1.23679e-16
8899.0195 1.21557e-16
8900.2197 1.31456e-16
8901.4199 1.30418e-16
8902.6201 1.24133e-16
8903.8203 1.30157e-16
8905.0205 1.25838e-16
8906.2207 1.24529e-16
8907.4199 1.31184e-16
8908.6201 1.30332e-16
8909.8203 1.27137e-16
8911.0205 1.30711e-16
8912.2207 1.33809e-16
8913.4209 1.31272e-16
8914.6211 1.3629e-16
8915.8213 1.31178e-16
8917.0215 1.26097e-16
8918.2217 1.39464e-16
8919.4219 1.29881e-16
8920.6211 1.42397e-16
8921.8213 1.3371e-16
8923.0215 1.32716e-16
8924.2217 1.33242e-16
8925.4219 1.2982e-16
8926.6221 1.32848e-16
8927.8223 1.34706e-16
8929.0215 1.35574e-16
8930.2217 1.34418e-16
8931.4219 1.42418e-16
8932.6221 1.40895e-16
8933.8223 1.39099e-16
8935.0215 1.44824e-16
8936.2217 1.42189e-16
8937.4219 1.48261e-16
8938.6221 1.52057e-16
8939.8213 1.53186e-16
8941.0215 1.44906e-16
8942.2217 1.4598e-16
8943.4219 1.44584e-16
8944.6211 1.3772e-16
8945.8213 1.38063e-16
8947.0215 1.30462e-16
8948.2217 1.30333e-16
8949.4209 1.36891e-16
8950.6211 1.3592e-16
8951.8213 1.2788e-16
8953.0205 1.37822e-16
8954.2207 1.33625e-16
8955.4209 1.37077e-16
8956.6201 1.32442e-16
8957.8203 1.3278e-16
8959.0205 1.28433e-16
8960.2197 1.22934e-16
8961.4199 1.368e-16
8962.6191 1.33121e-16
8963.8193 1.36884e-16
8965.0195 1.45695e-16
8966.2188 1.42063e-16
8967.4189 1.35099e-16
8968.6182 1.37636e-16
8969.8184 1.40213e-16
8971.0186 1.40311e-16
8972.2178 1.40818e-16
8973.418 1.42108e-16
8974.6172 1.37856e-16
8975.8174 1.42529e-16
8977.0166 1.44542e-16
8978.2168 1.33225e-16
