Wav(Angstrom) "Flux density (a.d.u.)"
5182.1113 4.00414e-17
5184.3154 4.37e-17
5186.5195 4.1071e-17
5188.7241 4.27835e-17
5190.9282 3.34475e-17
5193.1323 3.32631e-17
5195.3364 4.05652e-17
5197.5405 3.12681e-17
5199.7451 3.18414e-17
5201.9492 3.83328e-17
5204.1533 4.17236e-17
5206.3574 4.21651e-17
5208.5615 2.94205e-17
5210.7656 3.13289e-17
5212.9697 2.77727e-17
5215.1738 3.21983e-17
5217.3779 3.22824e-17
5219.582 4.47962e-17
5221.7861 4.65115e-17
5223.9902 4.13861e-17
5226.1943 3.59092e-17
5228.3984 4.13146e-17
5230.6025 3.57739e-17
5232.8066 4.19825e-17
5235.0103 3.32151e-17
5237.2144 4.34643e-17
5239.4185 4.73411e-17
5241.6221 4.0947e-17
5243.8262 4.99558e-17
5246.0303 5.05683e-17
5248.2339 4.94429e-17
5250.438 4.79323e-17
5252.6416 4.71484e-17
5254.8457 3.17927e-17
5257.0493 3.50138e-17
5259.2534 3.03158e-17
5261.457 3.69858e-17
5263.6606 4.03997e-17
5265.8643 5.26007e-17
5268.0684 4.66808e-17
5270.272 4.03494e-17
5272.4756 4.10509e-17
5274.6792 3.26075e-17
5276.8828 3.59845e-17
5279.0864 4.83869e-17
5281.29 5.11549e-17
5283.4937 5.48214e-17
5285.6973 5.38436e-17
5287.9009 5.32049e-17
5290.1045 5.54895e-17
5292.3076 5.07025e-17
5294.5112 6.1171e-17
5296.7148 6.21833e-17
5298.918 5.85167e-17
5301.1216 4.64487e-17
5303.3252 4.48442e-17
5305.5283 4.53151e-17
5307.7314 5.01014e-17
5309.9351 5.84089e-17
5312.1382 5.81246e-17
5314.3413 5.02264e-17
5316.5449 5.44437e-17
5318.748 5.45688e-17
5320.9512 5.13531e-17
5323.1543 5.54681e-17
5325.3574 5.5584e-17
5327.5605 5.21971e-17
5329.7637 4.70329e-17
5331.9668 4.89351e-17
5334.1694 4.83796e-17
5336.3726 4.60516e-17
5338.5757 5.48365e-17
5340.7783 5.86683e-17
5342.9814 6.17377e-17
5345.1841 5.4963e-17
5347.3872 5.35897e-17
5349.5898 4.40818e-17
5351.7925 5.01358e-17
5353.9956 5.136e-17
5356.1982 6.01522e-17
5358.4009 5.89029e-17
5360.6035 5.5537e-17
5362.8062 5.68793e-17
5365.0088 6.14514e-17
5367.2114 4.88119e-17
5369.4136 4.47529e-17
5371.6162 4.8701e-17
5373.8188 5.58819e-17
5376.021 4.93955e-17
5378.2236 4.89804e-17
5380.4258 5.30374e-17
5382.6284 5.08181e-17
5384.8306 6.10733e-17
5387.0327 6.68395e-17
5389.2349 6.10796e-17
5391.4375 6.55939e-17
5393.6392 5.22253e-17
5395.8418 6.22753e-17
5398.0435 5.69902e-17
5400.2456 5.12819e-17
5402.4478 4.50973e-17
5404.6499 4.36626e-17
5406.8516 5.16251e-17
5409.0537 6.04198e-17
5411.2554 4.96437e-17
5413.4575 4.45027e-17
5415.6592 4.90208e-17
5417.8608 5.41976e-17
5420.0625 4.70428e-17
5422.2642 6.89293e-17
5424.4658 6.07144e-17
5426.6675 6.07125e-17
5428.8691 5.95954e-17
5431.0708 5.42729e-17
5433.272 4.95312e-17
5435.4736 4.43448e-17
5437.6753 4.25261e-17
5439.8765 4.48251e-17
5442.0776 5.59413e-17
5444.2793 5.20937e-17
5446.4805 6.1566e-17
5448.6816 6.66393e-17
5450.8828 5.75749e-17
5453.084 4.64716e-17
5455.2852 3.82944e-17
5457.4858 4.40964e-17
5459.687 4.33727e-17
5461.8882 4.97825e-17
5464.0889 4.17587e-17
5466.29 4.35233e-17
5468.4907 5.44318e-17
5470.6914 4.69348e-17
5472.8921 4.65868e-17
5475.0928 4.05811e-17
5477.2935 4.91642e-17
5479.4941 4.91111e-17
5481.6948 4.8957e-17
5483.8955 4.14414e-17
5486.0957 4.34277e-17
5488.2964 5.77731e-17
5490.4966 4.85156e-17
5492.6973 5.264e-17
5494.8975 5.05272e-17
5497.0977 5.69041e-17
5499.2979 5.0919e-17
5501.498 4.85197e-17
5503.6982 4.4985e-17
5505.8984 4.05011e-17
5508.0986 4.20733e-17
5510.2983 4.65361e-17
5512.4985 4.3225e-17
5514.6982 4.00225e-17
5516.8979 3.76394e-17
5519.0977 4.77929e-17
5521.2979 4.28138e-17
5523.4976 5.05048e-17
5525.6973 5.02182e-17
5527.8965 5.75751e-17
5530.0962 5.76274e-17
5532.2959 5.44815e-17
5534.4951 5.05728e-17
5536.6948 5.47351e-17
5538.894 5.2322e-17
5541.0933 5.94098e-17
5543.2925 5.70714e-17
5545.4917 6.02707e-17
5547.6909 6.30852e-17
5549.8901 6.53007e-17
5552.0894 5.5329e-17
5554.2881 5.34025e-17
5556.4873 6.39523e-17
5558.6865 6.08139e-17
5560.8853 6.03556e-17
5563.084 5.24245e-17
5565.2827 5.93855e-17
5567.4814 5.95876e-17
5569.6802 6.29874e-17
5571.8789 5.82801e-17
5574.0776 6.20558e-17
5576.2759 6.35452e-17
5578.4746 4.96131e-17
5580.6729 4.16906e-17
5582.8711 5.69313e-17
5585.0693 5.76307e-17
5587.2676 6.28632e-17
5589.4658 5.6786e-17
5591.6641 4.48353e-17
5593.8623 5.05029e-17
5596.0601 4.19052e-17
5598.2583 5.1594e-17
5600.4561 5.5095e-17
5602.6543 4.42802e-17
5604.8521 5.84144e-17
5607.0498 4.96029e-17
5609.2476 4.72008e-17
5611.4453 5.55953e-17
5613.6426 5.4357e-17
5615.8403 5.69489e-17
5618.0376 5.12441e-17
5620.2354 4.85348e-17
5622.4326 4.8498e-17
5624.6299 4.28907e-17
5626.8271 3.88552e-17
5629.0244 5.54233e-17
5631.2217 4.70333e-17
5633.4189 4.38218e-17
5635.6157 4.9274e-17
5637.813 5.63779e-17
5640.0098 5.09674e-17
5642.2065 5.68012e-17
5644.4033 4.70073e-17
5646.6001 4.35563e-17
5648.7969 3.29435e-17
5650.9937 4.69095e-17
5653.1904 4.81379e-17
5655.3867 5.43996e-17
5657.5835 5.77568e-17
5659.7798 4.60123e-17
5661.9761 5.67969e-17
5662.2954 5.46378e-17
5663.437 5.72465e-17
5664.5791 4.67722e-17
5665.7212 5.99568e-17
5666.8628 5.39437e-17
5668.0049 5.02446e-17
5669.147 5.08057e-17
5670.2891 6.15165e-17
5671.4316 4.71345e-17
5672.5737 5.04152e-17
5673.7158 4.87403e-17
5674.8584 5.41176e-17
5676.0005 5.17489e-17
5677.1431 5.43715e-17
5678.2852 5.37609e-17
5679.4282 4.25579e-17
5680.5703 4.04139e-17
5681.7129 5.19831e-17
5682.856 4.44646e-17
5683.9985 5.77196e-17
5685.1411 5.22299e-17
5686.2842 5.06281e-17
5687.4268 4.89793e-17
5688.5698 5.52547e-17
5689.7129 5.2088e-17
5690.856 5.25667e-17
5691.999 5.18401e-17
5693.1421 5.39504e-17
5694.2852 4.13273e-17
5695.4282 5.28897e-17
5696.5713 5.55018e-17
5697.7148 5.40636e-17
5698.8579 5.25945e-17
5700.0015 5.57518e-17
5701.145 6.6263e-17
5702.2881 5.75213e-17
5703.4321 4.65965e-17
5704.5752 4.98721e-17
5705.7192 4.85885e-17
5706.8628 5.68012e-17
5708.0063 4.5778e-17
5709.1504 4.90212e-17
5710.2939 4.52791e-17
5711.438 4.44719e-17
5712.5815 5.17161e-17
5713.7256 4.94246e-17
5714.8696 6.20202e-17
5716.0137 5.2692e-17
5717.1577 6.07594e-17
5718.3018 5.34989e-17
5719.4463 4.49941e-17
5720.5903 5.44875e-17
5721.7344 4.78878e-17
5722.8789 4.53536e-17
5724.0234 6.1844e-17
5725.168 6.52657e-17
5726.312 5.09944e-17
5727.4565 5.3229e-17
5728.6011 5.25208e-17
5729.7461 5.24692e-17
5730.8906 6.11289e-17
5732.0352 5.4076e-17
5733.1802 5.54344e-17
5734.3247 5.08687e-17
5735.4697 5.75085e-17
5736.6143 5.07123e-17
5737.7593 4.88446e-17
5738.9043 5.24259e-17
5740.0493 5.35809e-17
5741.1943 5.02151e-17
5742.3398 5.18858e-17
5743.4849 5.42245e-17
5744.6299 4.92014e-17
5745.7754 5.06271e-17
5746.9204 5.29455e-17
5748.0659 6.04309e-17
5749.2114 5.49558e-17
5750.3569 4.91448e-17
5751.5024 5.62455e-17
5752.6479 6.09281e-17
5753.7935 6.16967e-17
5754.939 5.97523e-17
5756.0845 5.44678e-17
5757.2305 6.28766e-17
5758.376 5.74328e-17
5759.522 5.78025e-17
5760.668 6.27092e-17
5761.814 6.38412e-17
5762.9595 5.10821e-17
5764.1055 6.82162e-17
5765.252 5.21771e-17
5766.3979 5.90015e-17
5767.5439 5.40053e-17
5768.6904 6.0662e-17
5769.8364 5.18876e-17
5770.9829 4.9925e-17
5772.1289 4.83969e-17
5773.2754 5.91775e-17
5774.4219 5.5403e-17
5775.5684 4.78602e-17
5776.7148 5.69963e-17
5777.8613 6.57903e-17
5779.0078 6.19165e-17
5780.1543 5.83663e-17
5781.3013 5.82388e-17
5782.4478 7.08083e-17
5783.5947 5.40192e-17
5784.7417 4.95665e-17
5785.8882 5.73792e-17
5787.0352 6.07075e-17
5788.1821 5.93119e-17
5789.3291 5.40348e-17
5790.4761 5.90824e-17
5791.6235 5.89233e-17
5792.7705 6.05586e-17
5793.9175 6.06362e-17
5795.0649 6.70584e-17
5796.2124 6.0714e-17
5797.3594 6.08287e-17
5798.5068 6.18608e-17
5799.6543 6.65377e-17
5800.8018 6.19676e-17
5801.9492 5.77988e-17
5803.0967 5.79922e-17
5804.2446 6.10314e-17
5805.3921 6.14615e-17
5806.5396 6.33586e-17
5807.6875 6.03711e-17
5808.835 6.71499e-17
5809.9829 5.27221e-17
5811.1309 6.28789e-17
5812.2788 6.01413e-17
5813.4268 6.5862e-17
5814.5747 6.96888e-17
5815.7227 5.45378e-17
5816.8706 5.51841e-17
5818.019 5.58903e-17
5819.167 6.28525e-17
5820.3154 5.86755e-17
5821.4634 5.71304e-17
5822.6118 5.38904e-17
5823.7603 5.36554e-17
5824.9087 5.48846e-17
5826.0571 5.18299e-17
5827.2056 5.21426e-17
5828.354 5.74233e-17
5829.5029 6.25239e-17
5830.6514 6.27293e-17
5831.7998 5.95616e-17
5832.9487 6.0961e-17
5834.0972 5.67494e-17
5835.2461 5.79689e-17
5836.395 6.32958e-17
5837.5439 5.87524e-17
5838.6929 6.08179e-17
5839.8418 5.66177e-17
5840.9907 5.8271e-17
5842.1401 5.70731e-17
5843.2891 6.41892e-17
5844.438 5.68305e-17
5845.5874 6.35563e-17
5846.7363 6.33168e-17
5847.8857 5.96363e-17
5849.0352 5.40391e-17
5850.1846 5.42501e-17
5851.334 6.04006e-17
5852.4834 5.36033e-17
5853.6328 5.57271e-17
5854.7822 4.81926e-17
5855.9321 4.92745e-17
5857.0815 5.05898e-17
5858.2314 5.08236e-17
5859.3809 4.188e-17
5860.5308 5.05814e-17
5861.6807 4.9878e-17
5862.8306 4.72994e-17
5863.9805 4.58132e-17
5865.1304 4.50798e-17
5866.2803 4.86482e-17
5867.4302 4.98382e-17
5868.5801 4.98804e-17
5869.7305 4.75602e-17
5870.8804 5.51633e-17
5872.0308 4.56891e-17
5873.1812 5.28919e-17
5874.3315 3.95535e-17
5875.4814 5.30422e-17
5876.6318 4.98585e-17
5877.7822 5.00332e-17
5878.9331 4.29311e-17
5880.0835 4.97726e-17
5881.2339 5.29015e-17
5882.3843 5.30057e-17
5883.5352 4.35272e-17
5884.686 4.53661e-17
5885.8364 5.18266e-17
5886.9873 4.64862e-17
5888.1382 5.22209e-17
5889.2891 5.16133e-17
5890.4399 4.55701e-17
5891.5908 4.70871e-17
5892.7417 4.67145e-17
5893.8926 4.08998e-17
5895.0439 4.45735e-17
5896.1948 3.37877e-17
5897.3462 3.79168e-17
5898.4971 3.03852e-17
5899.6484 2.90956e-17
5900.7998 3.70285e-17
5901.9512 3.327e-17
5903.1025 3.53788e-17
5904.2539 4.49154e-17
5905.4053 4.63296e-17
5906.5566 4.87361e-17
5907.7085 5.42968e-17
5908.8599 5.48368e-17
5910.0117 6.34222e-17
5911.1631 6.22231e-17
5912.3149 6.25519e-17
5913.4668 5.89196e-17
5914.6182 5.87907e-17
5915.77 5.73619e-17
5916.9219 5.63669e-17
5918.0742 5.34748e-17
5919.2261 4.80716e-17
5920.3779 5.77298e-17
5921.5298 4.77979e-17
5922.6821 4.44637e-17
5923.834 4.91815e-17
5924.9863 4.6925e-17
5926.1387 5.10253e-17
5927.291 4.66297e-17
5928.4429 4.9478e-17
5929.5957 4.37995e-17
5930.7476 5.63404e-17
5931.9004 4.95107e-17
5933.0527 5.41617e-17
5934.2051 4.11628e-17
5935.3579 4.1715e-17
5936.5103 5.3123e-17
5937.6631 5.14188e-17
5938.8159 5.22529e-17
5939.9683 5.15943e-17
5941.1211 5.52218e-17
5942.2739 5.10631e-17
5943.4268 5.10774e-17
5944.5796 5.54441e-17
5945.7324 5.35806e-17
5946.8857 4.98562e-17
5948.0386 4.68929e-17
5949.1914 5.1304e-17
5950.3447 4.74713e-17
5951.498 3.70558e-17
5952.6509 5.41056e-17
5953.8042 4.93884e-17
5954.9575 5.81019e-17
5956.1108 5.1722e-17
5957.2642 5.49485e-17
5958.4175 5.03745e-17
5959.5708 4.70793e-17
5960.7246 4.8572e-17
5961.8779 3.96653e-17
5963.0317 4.2421e-17
5964.1851 5.19992e-17
5965.3389 4.85265e-17
5966.4922 4.62414e-17
5967.646 5.03274e-17
5968.7998 5.36935e-17
5969.9536 5.15484e-17
5971.1074 4.91045e-17
5972.2617 5.18679e-17
5973.4155 5.24818e-17
5974.5693 4.8565e-17
5975.7236 4.95665e-17
5976.8774 5.46912e-17
5978.0317 4.83268e-17
5979.1855 4.83237e-17
5980.3398 5.38e-17
5981.4941 4.97842e-17
5982.6484 5.71655e-17
5983.8027 5.68475e-17
5984.957 4.74181e-17
5986.1113 4.76795e-17
5987.2656 4.85115e-17
5988.4204 5.18998e-17
5989.5747 6.21327e-17
5990.729 5.3071e-17
5991.8838 5.65013e-17
5993.0386 5.6915e-17
5994.1929 6.42266e-17
5995.3477 5.01262e-17
5996.5024 5.90453e-17
5997.6572 5.56321e-17
5998.812 6.02897e-17
5999.9673 5.32872e-17
6001.1221 5.74498e-17
6002.2769 5.25408e-17
6003.4321 6.33528e-17
6004.5869 5.68246e-17
6005.7422 5.58399e-17
6006.897 5.84342e-17
6008.0522 5.8204e-17
6009.2075 5.69704e-17
6010.3628 6.15972e-17
6011.5181 5.8498e-17
6012.6733 5.59397e-17
6013.8286 5.60567e-17
6014.9839 5.99923e-17
6016.1396 6.39085e-17
6017.2949 5.81273e-17
6018.4507 5.76192e-17
6019.606 5.8409e-17
6020.7617 5.0843e-17
6021.9175 6.05006e-17
6023.0732 5.52834e-17
6024.229 5.37134e-17
6025.3848 6.14407e-17
6026.5405 5.60539e-17
6027.6963 6.69004e-17
6028.8521 6.10883e-17
6030.0078 6.67725e-17
6031.1641 5.1928e-17
6032.3198 6.48128e-17
6033.4761 5.67971e-17
6034.6323 6.33201e-17
6035.7881 6.20182e-17
6036.9443 6.05995e-17
6038.1006 6.59845e-17
6039.2568 6.11775e-17
6040.4131 5.71407e-17
6041.5693 5.93601e-17
6042.7261 5.84517e-17
6043.8823 5.50022e-17
6045.0386 6.46821e-17
6046.1953 5.47945e-17
6047.3516 6.43774e-17
6048.5083 6.96577e-17
6049.665 5.87257e-17
6050.8218 6.2775e-17
6051.9785 6.42793e-17
6053.1353 5.95794e-17
6054.292 7.14242e-17
6055.4487 5.90469e-17
6056.6055 6.84064e-17
6057.7622 7.08415e-17
6058.9194 6.2382e-17
6060.0762 6.14211e-17
6061.2334 5.59693e-17
6062.3901 5.82009e-17
6063.5474 7.1962e-17
6064.7046 5.72052e-17
6065.8618 5.71976e-17
6067.019 6.67187e-17
6068.1763 5.83399e-17
6069.3335 6.43427e-17
6070.4907 5.60925e-17
6071.6484 5.93607e-17
6072.8057 5.67251e-17
6073.9629 6.06613e-17
6075.1206 6.08105e-17
6076.2778 6.18743e-17
6077.4355 6.16933e-17
6078.5933 6.70749e-17
6079.751 6.33024e-17
6080.9087 5.98415e-17
6082.0664 6.84615e-17
6083.2241 6.54965e-17
6084.3818 6.24564e-17
6085.5396 6.55693e-17
6086.6973 5.74825e-17
6087.8555 6.45074e-17
6089.0132 6.04955e-17
6090.1714 5.79382e-17
6091.3296 6.29763e-17
6092.4873 5.69058e-17
6093.6455 5.94373e-17
6094.8037 5.7436e-17
6095.9619 6.24894e-17
6097.1201 6.86952e-17
6098.2783 6.17519e-17
6099.437 6.31606e-17
6100.5952 6.23825e-17
6101.7534 7.30147e-17
6102.9121 6.9538e-17
6104.0703 6.88879e-17
6105.229 6.7666e-17
6106.3877 7.01083e-17
6107.5459 5.93783e-17
6108.7046 6.5955e-17
6109.8633 6.39561e-17
6111.022 7.24885e-17
6112.1807 5.45171e-17
6113.3398 4.96163e-17
6114.4985 7.05917e-17
6115.6572 5.70872e-17
6116.8164 6.61794e-17
6117.9751 7.38885e-17
6119.1343 6.96465e-17
6120.293 7.06057e-17
6121.4521 7.20418e-17
6122.6113 6.7862e-17
6123.7705 6.68307e-17
6124.9297 6.92618e-17
6126.0889 6.77769e-17
6127.248 5.98961e-17
6128.4072 5.69748e-17
6129.5664 5.84035e-17
6130.7261 6.2886e-17
6131.8853 5.72595e-17
6133.0449 6.11705e-17
6134.2041 7.5729e-17
6135.3638 6.68459e-17
6136.5234 6.53133e-17
6137.6831 7.65799e-17
6138.8428 7.5422e-17
6140.0024 7.39712e-17
6141.1621 7.36835e-17
6142.3218 6.41186e-17
6143.4814 6.8492e-17
6144.6416 6.35905e-17
6145.8013 4.65325e-17
6146.9609 5.39402e-17
6148.1211 5.62255e-17
6149.2808 5.50208e-17
6150.4409 6.55005e-17
6151.6011 5.96433e-17
6152.7612 6.48333e-17
6153.9214 6.44506e-17
6155.0815 7.49126e-17
6156.2417 7.42646e-17
6157.4019 7.35077e-17
6158.562 6.5287e-17
6159.7227 6.52481e-17
6160.8828 6.66171e-17
6162.0435 5.5974e-17
6163.2036 5.96064e-17
6164.3643 5.97068e-17
6165.5249 5.78925e-17
6166.6851 5.87333e-17
6167.8457 5.23791e-17
6169.0063 4.58582e-17
6170.167 4.87708e-17
6171.3281 5.26228e-17
6172.4888 5.34317e-17
6173.6494 5.17059e-17
6174.8101 5.4064e-17
6175.9712 5.59998e-17
6177.1318 5.51625e-17
6178.293 5.88601e-17
6179.4541 5.83355e-17
6180.6147 5.08244e-17
6181.7759 5.04821e-17
6182.937 5.85856e-17
6184.0981 5.1911e-17
6185.2593 5.88678e-17
6186.4204 5.73509e-17
6187.5815 5.99924e-17
6188.7432 5.97812e-17
6189.9043 5.81779e-17
6191.0654 4.95379e-17
6192.2271 5.15077e-17
6193.3882 5.39016e-17
6194.5498 5.28156e-17
6195.7114 5.59295e-17
6196.873 4.30628e-17
6198.0347 4.67703e-17
6199.1963 4.9493e-17
6200.3579 5.11187e-17
6201.5195 5.44316e-17
6202.6812 5.62854e-17
6203.8428 5.83603e-17
6205.0049 5.75767e-17
6206.1665 5.76214e-17
6207.3286 5.15255e-17
6208.4902 5.19879e-17
6209.6523 5.16857e-17
6210.8145 5.10861e-17
6211.9761 5.26615e-17
6213.1382 5.26486e-17
6214.3003 5.43547e-17
6215.4624 5.91883e-17
6216.625 6.18248e-17
6217.7871 5.44684e-17
6218.9492 4.29631e-17
6220.1113 5.24789e-17
6221.2739 4.79512e-17
6222.436 5.62148e-17
6223.5986 4.78122e-17
6224.7612 4.74305e-17
6225.9233 4.07836e-17
6227.0859 4.13226e-17
6228.2485 4.84488e-17
6229.4111 4.5737e-17
6230.5737 4.35892e-17
6231.7363 4.79819e-17
6232.8989 5.26273e-17
6234.062 5.16354e-17
6235.2246 4.63997e-17
6236.3872 4.55926e-17
6237.5503 5.16697e-17
6238.7129 5.06417e-17
6239.876 5.07412e-17
6241.0391 5.22936e-17
6242.2017 4.4408e-17
6243.3652 4.57043e-17
6244.5278 4.89332e-17
6245.6909 5.56159e-17
6246.8545 5.18435e-17
6248.0176 5.39531e-17
6249.1807 5.17305e-17
6250.3438 4.95976e-17
6251.5073 4.88932e-17
6252.6704 5.33224e-17
6253.834 5.22386e-17
6254.9971 5.53069e-17
6256.1606 4.71453e-17
6257.3242 5.4231e-17
6258.4878 5.4053e-17
6259.6514 6.32154e-17
6260.8149 4.97001e-17
6261.9785 5.41389e-17
6263.1421 4.92196e-17
6264.3057 5.4545e-17
6265.4692 5.20072e-17
6266.6333 5.14073e-17
6267.7969 5.29423e-17
6268.9609 5.37476e-17
6270.1245 5.15541e-17
6271.2886 5.39998e-17
6272.4526 5.19669e-17
6273.6167 5.26501e-17
6274.7803 5.35972e-17
6275.9448 5.93493e-17
6277.1089 5.12237e-17
6278.2729 5.8399e-17
6279.437 6.0338e-17
6280.6011 5.67697e-17
6281.7656 5.64669e-17
6282.9297 5.78347e-17
6284.0938 5.60988e-17
6285.2583 5.94802e-17
6286.4229 6.07563e-17
6287.5869 6.40219e-17
6288.7515 6.11423e-17
6289.916 6.07017e-17
6291.0806 5.45858e-17
6292.2451 5.33527e-17
6293.4097 5.33315e-17
6294.5742 5.91658e-17
6295.7388 6.06618e-17
6296.9038 5.21064e-17
6298.0684 6.26024e-17
6299.2334 5.63288e-17
6300.3979 6.06089e-17
6301.563 6.31139e-17
6302.728 5.99968e-17
6303.8926 5.40681e-17
6305.0576 6.2955e-17
6306.2227 5.24485e-17
6307.3877 5.82128e-17
6308.5527 5.84459e-17
6309.7178 6.49763e-17
6310.8828 6.60154e-17
6312.0483 6.68933e-17
6313.2134 6.66883e-17
6314.3784 7.24705e-17
6315.5439 6.24857e-17
6316.709 6.73567e-17
6317.8745 6.55527e-17
6319.04 6.57903e-17
6320.2051 7.09722e-17
6321.3706 6.5579e-17
6322.5361 6.5252e-17
6323.7017 6.89516e-17
6324.8672 5.96494e-17
6326.0332 7.42341e-17
6327.1987 6.63498e-17
6328.3643 6.24312e-17
6329.5298 6.43693e-17
6330.6958 6.31985e-17
6331.8613 6.48595e-17
6333.0273 5.60861e-17
6334.1934 6.70564e-17
6335.3589 6.85987e-17
6336.5249 6.26884e-17
6337.6909 6.27037e-17
6338.8569 6.86902e-17
6340.0229 6.59733e-17
6341.189 6.345e-17
6342.355 5.97066e-17
6343.5215 6.25967e-17
6344.6875 6.83991e-17
6345.8535 6.40186e-17
6347.02 6.54437e-17
6348.186 6.4832e-17
6349.3525 7.28356e-17
6350.519 7.2518e-17
6351.6851 6.879e-17
6352.8516 6.84461e-17
6354.0181 6.57749e-17
6355.1846 7.06997e-17
6356.3511 7.21212e-17
6357.5176 7.03057e-17
6358.6841 6.44321e-17
6359.8511 6.50068e-17
6361.0176 7.00393e-17
6362.1841 6.70518e-17
6363.3511 6.94905e-17
6364.5176 5.62716e-17
6365.6846 6.59008e-17
6366.8516 6.41289e-17
6368.0181 5.81144e-17
6369.1851 6.06028e-17
6370.3521 6.13483e-17
6371.519 5.41976e-17
6372.686 6.84559e-17
6373.853 6.67728e-17
6375.0205 6.85462e-17
6376.1875 7.23489e-17
6377.3545 6.56498e-17
6378.522 7.63502e-17
6379.689 7.2895e-17
6380.8564 7.26221e-17
6382.0234 7.30294e-17
6383.1909 7.06827e-17
6384.3584 7.81705e-17
6385.5259 7.53129e-17
6386.6929 8.05556e-17
6387.8608 6.1791e-17
6389.0283 6.92977e-17
6390.1958 6.32944e-17
6391.3633 6.87989e-17
6392.5308 6.69069e-17
6393.6982 6.65004e-17
6394.8662 7.03226e-17
6396.0337 6.29581e-17
6397.2017 6.73917e-17
6398.3696 6.41283e-17
6399.5371 7.35969e-17
6400.7051 6.51384e-17
6401.873 6.45217e-17
6403.041 6.46748e-17
6404.209 7.27079e-17
6405.377 7.6168e-17
6406.5449 6.79675e-17
6407.7129 7.28901e-17
6408.8809 7.45129e-17
6410.0493 8.23866e-17
6411.2173 7.5322e-17
6412.3857 8.12678e-17
6413.5537 8.18042e-17
6414.7222 7.59738e-17
6415.8901 8.54939e-17
6417.0586 7.92696e-17
6418.2271 7.26929e-17
6419.3955 7.55759e-17
6420.564 7.3201e-17
6421.7324 7.28877e-17
6422.9009 7.43881e-17
6424.0693 5.86787e-17
6425.2378 6.87301e-17
6426.4067 6.82155e-17
6427.5752 6.87837e-17
6428.7441 6.23046e-17
6429.9126 7.57206e-17
6431.0815 6.948e-17
6432.25 5.96901e-17
6433.4189 5.98951e-17
6434.5879 7.01033e-17
6435.7568 6.55884e-17
6436.9258 7.20141e-17
6438.0947 7.4022e-17
6439.2637 6.71685e-17
6440.4326 6.64909e-17
6441.6016 6.92627e-17
6442.7705 7.55946e-17
6446.2783 7.69732e-17
6447.4473 7.39122e-17
6448.6167 7.80052e-17
6449.7861 7.20925e-17
6450.9551 7.16028e-17
6452.1245 7.56928e-17
6453.2939 6.452e-17
6454.4634 7.22649e-17
6455.6328 7.41421e-17
6456.8027 6.82917e-17
6457.9722 7.97378e-17
6459.1416 6.66748e-17
6460.311 7.23584e-17
6461.481 6.91123e-17
6462.6504 7.39616e-17
6463.8203 6.96696e-17
6464.9902 7.63988e-17
6466.1597 7.50369e-17
6467.3296 7.93992e-17
6468.4995 7.44592e-17
6469.6694 8.70336e-17
6470.8389 8.3629e-17
6472.0093 8.35034e-17
6473.1792 7.49489e-17
6474.3491 7.51947e-17
6475.519 7.68825e-17
6476.689 8.32756e-17
6477.8594 7.45092e-17
6479.0293 8.06869e-17
6480.1997 8.31535e-17
6481.3696 7.77624e-17
6482.54 7.82403e-17
6483.7104 7.3081e-17
6484.8804 6.72101e-17
6486.0508 7.22239e-17
6487.2212 6.90582e-17
6488.3916 7.06077e-17
6489.562 6.55953e-17
6490.7329 6.58959e-17
6491.9033 6.40226e-17
6493.0737 6.55726e-17
6494.2441 7.13247e-17
6495.415 7.00613e-17
6496.5854 6.14771e-17
6497.7563 6.30179e-17
6498.9268 6.90499e-17
6500.0977 6.91449e-17
6501.2686 5.94232e-17
6502.4395 6.06666e-17
6503.6099 6.13209e-17
6504.7808 5.91351e-17
6505.9517 6.51125e-17
6507.123 6.8101e-17
6508.2939 7.28626e-17
6509.4648 7.20169e-17
6510.6357 8.17983e-17
6511.8071 8.11517e-17
6512.978 8.75905e-17
6514.1494 9.15261e-17
6515.3203 8.45072e-17
6516.4917 7.63684e-17
6517.6631 7.28479e-17
6518.834 7.6464e-17
6520.0054 7.5702e-17
6521.1768 6.8771e-17
6522.3481 8.10816e-17
6523.5195 7.27579e-17
6524.6909 7.76973e-17
6525.8623 7.28e-17
6527.0342 8.47022e-17
6528.2056 9.03538e-17
6529.377 8.80407e-17
6530.5488 8.29529e-17
6531.7202 9.67392e-17
6532.8921 9.69444e-17
6534.0635 8.04675e-17
6535.2354 8.60066e-17
6536.4072 8.54854e-17
6537.5791 8.44595e-17
6538.751 8.73788e-17
6539.9229 8.46231e-17
6541.0947 8.56929e-17
6542.2666 8.43721e-17
6543.4385 8.58859e-17
6544.6108 8.74647e-17
6545.7827 7.95125e-17
6546.9546 9.08005e-17
6548.127 8.85845e-17
6549.2988 8.18571e-17
6550.4712 8.77088e-17
6551.6431 7.67355e-17
6552.8154 7.69746e-17
6553.9878 7.9193e-17
6555.1602 8.42454e-17
6556.3325 8.62974e-17
6557.5049 8.62959e-17
6558.6772 8.93682e-17
6559.8496 9.33339e-17
6561.022 8.54487e-17
6562.1943 9.59556e-17
6563.3672 9.89978e-17
6564.5396 1.01707e-16
6565.7124 1.17125e-16
6566.8848 1.24037e-16
6568.0576 1.34616e-16
6569.23 1.68528e-16
6570.4028 1.98628e-16
6571.5757 2.22433e-16
6572.7485 2.48951e-16
6573.9214 2.43822e-16
6575.0942 2.63264e-16
