ra,dec,x_image,y_image,mjd,flux_bkg,local_bkg_flg,flags,fit_ql,deep_flg,det_id,lvf_id,obs_publisher_did,lambda,lambda_width,flux,flux_err
9.7025100,40.7689480,1185.6475830078125,1991.2657470703125,60865.621951305,0.29317018389701843,False,2097152,3.162709951400757,False,1,202528102048031,ivo://irsa.ipac/spherex_qr2?2025W28_1B_0480_3/D1,0.7422720193862915,0.01722588948905468,290.40643310546875,42.86783981323242
9.7025100,40.7689480,1183.3172607421875,1876.6239013671875,60865.623443562,0.3019970953464508,True,2097152,3.379765510559082,False,1,202528102048041,ivo://irsa.ipac/spherex_qr2?2025W28_1B_0480_4/D1,0.7594509124755859,0.017759226262569427,177.09938049316406,39.59064483642578
9.7025100,40.7689480,1177.8187255859375,1762.38671875,60865.8262303675,0.29936736822128296,True,2097152,3.3933331966400146,False,1,202528102051511,ivo://irsa.ipac/spherex_qr2?2025W28_1B_0515_1/D1,0.7774164080619812,0.018045734614133835,162.37387084960938,39.93274688720703
9.7025100,40.7689480,1176.443359375,1647.58935546875,60865.827722613,0.30624327063560486,True,2097152,3.5355660915374756,False,1,202528102051521,ivo://irsa.ipac/spherex_qr2?2025W28_1B_0515_2/D1,0.7956393361091614,0.018873166292905807,373.583740234375,45.63723373413086
9.7025100,40.7689480,1172.1624755859375,1533.19140625,60865.960728712496,0.3157065212726593,True,2097152,3.941995859146118,False,1,202528102053811,ivo://irsa.ipac/spherex_qr2?2025W28_1B_0538_1/D1,0.8149397373199463,0.020146118476986885,316.8874816894531,36.72589874267578
9.7025100,40.7689480,1170.7445068359375,1418.2626953125,60865.962220981,0.313650906085968,True,2097152,3.281658411026001,False,1,202528102053821,ivo://irsa.ipac/spherex_qr2?2025W28_1B_0538_2/D1,0.8343111872673035,0.020907551050186157,263.3893737792969,38.084983825683594
9.7025100,40.7689480,1168.78173828125,1303.3155517578125,60865.9637309925,0.31814587116241455,True,2097152,3.428159475326538,False,1,202528102053831,ivo://irsa.ipac/spherex_qr2?2025W28_1B_0538_3/D1,0.8536463975906372,0.021284088492393494,277.5855407714844,38.9389533996582
9.7025100,40.7689480,1163.59423828125,1189.0531005859375,60867.04597112,0.31879696249961853,True,2097152,3.131185531616211,False,1,202528201010111,ivo://irsa.ipac/spherex_qr2?2025W28_2A_0101_1/D1,0.8738427758216858,0.022052481770515442,424.12701416015625,41.21262741088867
9.7025100,40.7689480,1162.2025146484375,1073.9305419921875,60867.047463377,0.3375331461429596,True,2097152,3.7475385665893555,False,1,202528201010121,ivo://irsa.ipac/spherex_qr2?2025W28_2A_0101_2/D1,0.894553542137146,0.023769373074173927,519.2828369140625,41.73903274536133
9.7025100,40.7689480,1160.3231201171875,958.7984008789062,60867.048955622,0.34633007645606995,True,2097152,3.9656341075897217,False,1,202528201010131,ivo://irsa.ipac/spherex_qr2?2025W28_2A_0101_3/D1,0.9159979224205017,0.023577598854899406,632.250732421875,46.751380920410156
9.7025100,40.7689480,1158.10595703125,843.6767578125,60867.050447879,0.3319743573665619,True,2097152,3.9320502281188965,False,1,202528201010141,ivo://irsa.ipac/spherex_qr2?2025W28_2A_0101_4/D1,0.9379138946533203,0.024740183725953102,548.2564086914062,43.9427490234375
9.7025100,40.7689480,1506.7423095703125,797.42138671875,60901.898914846504,0.3176845610141754,True,2097152,3.5485072135925293,False,1,202533203010011,ivo://irsa.ipac/spherex_qr2?2025W33_2C_0100_1/D1,0.9490938186645508,0.024031987413764,647.8082885742188,47.23030471801758
9.7025100,40.7689480,1509.77587890625,797.3200073242188,60866.299097532,0.34192872047424316,True,2097152,3.457068920135498,False,1,202528102060011,ivo://irsa.ipac/spherex_qr2?2025W28_1B_0600_1/D1,0.9491873383522034,0.024664685130119324,586.8678588867188,46.055850982666016
9.7025100,40.7689480,1508.568115234375,681.963134765625,60866.300589789,0.35414260625839233,True,2097152,2.86438250541687,False,1,202528102060021,ivo://irsa.ipac/spherex_qr2?2025W28_1B_0600_2/D1,0.9718217253684998,0.02569647878408432,752.6494140625,47.34549331665039
9.7025100,40.7689480,1506.872314453125,566.5675659179688,60866.302082034,0.35450318455696106,True,2097152,2.6616780757904053,False,1,202528102060031,ivo://irsa.ipac/spherex_qr2?2025W28_1B_0600_3/D1,0.9948731064796448,0.026712212711572647,865.488525390625,51.0185432434082
