ra,dec,x_image,y_image,mjd,flux_bkg,local_bkg_flg,flags,fit_ql,deep_flg,det_id,lvf_id,obs_publisher_did,lambda,lambda_width,flux,flux_err
9.7025100,40.7689480,851.3158569335938,1273.1326904296875,61039.8453131915,0.25520867109298706,True,2097152,1.7763848304748535,False,5,202601101039225,ivo://irsa.ipac/spherex_qr2?2026W01_1A_0392_2/D5,4.018962860107422,0.03649812564253807,4931.5498046875,145.00067138671875
9.7025100,40.7689480,1266.2548828125,1228.0968017578125,61030.609002277,0.24680718779563904,True,4297066565,1.2029874324798584,False,5,202551201065315,ivo://irsa.ipac/spherex_qr2?2025W51_2A_0653_1/D5,4.032715797424316,0.0367947481572628,4667.7744140625,143.8115692138672
9.7025100,40.7689480,1264.3507080078125,1113.092529296875,61030.610494534,0.2525498569011688,True,2097152,1.5950204133987427,False,5,202551201065325,ivo://irsa.ipac/spherex_qr2?2025W51_2A_0653_2/D5,4.068009376525879,0.03647748753428459,4460.2998046875,141.2768096923828
9.7025100,40.7689480,1262.384521484375,998.0401611328125,61030.6119867795,0.26839056611061096,True,2097152,1.6113213300704956,False,5,202551201065335,ivo://irsa.ipac/spherex_qr2?2025W51_2A_0653_3/D5,4.103212833404541,0.03684761002659798,4655.35107421875,147.28558349609375
9.7025100,40.7689480,1260.4425048828125,882.9954223632812,61030.6134790365,0.2682220935821533,True,2097152,1.323011040687561,False,5,202551201065345,ivo://irsa.ipac/spherex_qr2?2025W51_2A_0653_4/D5,4.138718128204346,0.036477457731962204,4887.01171875,149.48516845703125
9.7025100,40.7689480,1258.1502685546875,767.7858276367188,61033.664980055,0.26813268661499023,True,2097152,1.3414158821105957,False,5,202552101053915,ivo://irsa.ipac/spherex_qr2?2025W52_1A_0539_1/D5,4.1746439933776855,0.03690677508711815,5031.58740234375,153.4431915283203
9.7025100,40.7689480,1256.1954345703125,652.5465698242188,61033.6664723235,0.2822093963623047,True,2097152,1.5355238914489746,False,5,202552101053925,ivo://irsa.ipac/spherex_qr2?2025W52_1A_0539_2/D5,4.210556507110596,0.0363142266869545,5014.185546875,149.984619140625
9.7025100,40.7689480,1254.224609375,537.3275756835938,61033.6679645805,0.29612329602241516,True,2097152,1.0254466533660889,False,5,202552101053935,ivo://irsa.ipac/spherex_qr2?2025W52_1A_0539_3/D5,4.24707555770874,0.037663813680410385,4751.2265625,149.4468231201172
9.7025100,40.7689480,1252.2259521484375,422.0745544433594,61033.669456837495,0.328544944524765,True,2097152,1.2473978996276855,False,5,202552101053945,ivo://irsa.ipac/spherex_qr2?2025W52_1A_0539_4/D5,4.283353805541992,0.03653757646679878,4503.638671875,145.9340362548828
9.7025100,40.7689480,1249.5604248046875,306.8050231933594,61036.0415201015,0.33309492468833923,True,2097152,1.3304059505462646,False,5,202552201031615,ivo://irsa.ipac/spherex_qr2?2025W52_2A_0316_1/D5,4.320061683654785,0.03719756379723549,4359.30712890625,149.9028778076172
9.7025100,40.7689480,1247.6983642578125,191.46539306640625,61036.043012358,0.3156298100948334,True,4297064517,1.298972487449646,False,5,202552201031625,ivo://irsa.ipac/spherex_qr2?2025W52_2A_0316_2/D5,4.357089519500732,0.03785422071814537,4015.890869140625,142.42141723632812
9.7025100,40.7689480,1245.855224609375,76.05645751953125,61036.044504615,0.35277101397514343,True,2097152,1.5257021188735962,False,5,202552201031635,ivo://irsa.ipac/spherex_qr2?2025W52_2A_0316_3/D5,4.39377498626709,0.03727792203426361,3905.863037109375,143.00222778320312
9.7025100,40.7689480,485.5594482421875,1993.450439453125,61032.715639568996,0.33401697874069214,False,2097152,1.5446128845214844,False,6,202552101034426,ivo://irsa.ipac/spherex_qr2?2025W52_1A_0344_2/D6,4.41297721862793,0.033673085272312164,3795.77490234375,167.0663604736328
9.7025100,40.7689480,484.6916198730469,1879.069580078125,61032.717131837504,0.3582542836666107,False,2097152,1.4622796773910522,False,6,202552101034436,ivo://irsa.ipac/spherex_qr2?2025W52_1A_0344_3/D6,4.444675445556641,0.03523196652531624,3397.318115234375,160.46878051757812
9.7025100,40.7689480,483.8223571777344,1764.5968017578125,61032.718624083,0.3741075396537781,False,2097152,1.2245084047317505,False,6,202552101034446,ivo://irsa.ipac/spherex_qr2?2025W52_1A_0344_4/D6,4.476739883422852,0.03540446609258652,3945.47021484375,168.31704711914062
9.7025100,40.7689480,482.2024841308594,1650.2059326171875,61034.005107555,0.3840138614177704,False,2097152,1.611086130142212,False,6,202552101060716,ivo://irsa.ipac/spherex_qr2?2025W52_1A_0607_1/D6,4.5091447830200195,0.036573853343725204,3523.53857421875,155.604736328125
9.7025100,40.7689480,481.3984069824219,1535.630615234375,61034.006599812,0.3792637586593628,False,4297066565,1.0060949325561523,False,6,202552101060726,ivo://irsa.ipac/spherex_qr2?2025W52_1A_0607_2/D6,4.541325569152832,0.03496468812227249,3369.54638671875,153.87548828125
9.7025100,40.7689480,480.53778076171875,1421.0545654296875,61034.008092069,0.38618168234825134,False,2097152,1.3074908256530762,False,6,202552101060736,ivo://irsa.ipac/spherex_qr2?2025W52_1A_0607_3/D6,4.574802875518799,0.035773344337940216,3167.055908203125,153.5608673095703
9.7025100,40.7689480,479.6488342285156,1306.335205078125,61034.009584326,0.4038642644882202,False,2097152,1.263377070426941,False,6,202552101060746,ivo://irsa.ipac/spherex_qr2?2025W52_1A_0607_4/D6,4.6086812019348145,0.036031946539878845,3268.66796875,154.29217529296875
